canonical_id,name_he,param_code,param_name,date,year,concentration,unit,is_below_lod,sample_id,lab,sample_depth_m,drinking_water_standard,percent_of_standard
raanana_p_25,פ רעננה 25,ETDB,ETHYLENE DI BROMIDE,2019-02-25,2019,0.0,microgr/L,False,1350945.0,משרד הבריאותאבוכביר,,0.05,0.0
raanana_p_25,פ רעננה 25,HEPE,HEPTACHLOR EPOXIDE,2019-02-25,2019,0.0,microgr/L,False,1350945.0,משרד הבריאותאבוכביר,,0.2,0.0
raanana_p_25,פ רעננה 25,HEPT,HEPTACHLOR,2019-02-25,2019,0.0,microgr/L,False,1350945.0,משרד הבריאותאבוכביר,,0.4,0.0
raanana_p_25,פ רעננה 25,LIND,LINDANE,2019-02-25,2019,0.0,microgr/L,False,1350945.0,משרד הבריאותאבוכביר,,1.0,0.0
raanana_p_25,פ רעננה 25,MCBZ,MONOCHLOROBENZENE,2019-02-25,2019,0.0,microgr/L,False,1350945.0,משרד הבריאותאבוכביר,,100.0,0.0
raanana_p_25,פ רעננה 25,MDCB,"DICHLOR BENZEN 1,2",2019-02-25,2019,0.0,microgr/L,False,1350945.0,משרד הבריאותאבוכביר,,600.0,0.0
raanana_p_25,פ רעננה 25,PDCB,"DICHLOROBENZEN 1,4",2019-02-25,2019,0.0,microgr/L,False,1350945.0,משרד הבריאותאבוכביר,,75.0,0.0
raanana_p_25,פ רעננה 25,SIMZ,SIMAZINE,2019-02-25,2019,0.0,microgr/L,False,1350945.0,משרד הבריאותאבוכביר,,2.0,0.0
raanana_p_25,פ רעננה 25,STYR,STYRENE,2019-02-25,2019,0.0,microgr/L,False,1350945.0,משרד הבריאותאבוכביר,,50.0,0.0
raanana_p_25,פ רעננה 25,TCEN,"1,1,2-trichloroethane",2019-02-25,2019,0.0,microgr/L,False,1350945.0,משרד הבריאותאבוכביר,,5.0,0.0
raanana_p_25,פ רעננה 25,TCET,"TRICHLORO ETHANE 1,1,1",2019-02-25,2019,0.0,microgr/L,False,1350945.0,משרד הבריאותאבוכביר,,200.0,0.0
raanana_p_25,פ רעננה 25,TCEY,TRICHLORO ETHYLENE,2019-02-25,2019,1.5,microgr/L,False,1350945.0,משרד הבריאותאבוכביר,,7.5,20.0
raanana_p_25,פ רעננה 25,TDCE,"TRANS-1,2 DICHLOROETHYLENE",2019-02-25,2019,0.0,microgr/L,False,1350945.0,משרד הבריאותאבוכביר,,50.0,0.0
raanana_p_25,פ רעננה 25,TECE,TETRACHLORO ETHYLENE,2019-02-25,2019,0.0,microgr/L,False,1350945.0,משרד הבריאותאבוכביר,,10.0,0.0
raanana_p_25,פ רעננה 25,TOLU,TOLUENE,2019-02-25,2019,0.0,microgr/L,False,1350945.0,משרד הבריאותאבוכביר,,700.0,0.0
raanana_p_25,פ רעננה 25,TRBN4,"1,2,4-trichlorobenzene",2019-02-25,2019,0.0,microgr/L,False,1350945.0,משרד הבריאותאבוכביר,,70.0,0.0
raanana_p_25,פ רעננה 25,TRFL,TRIFLORILEN,2019-02-25,2019,0.0,microgr/L,False,1350945.0,משרד הבריאותאבוכביר,,20.0,0.0
raanana_p_25,פ רעננה 25,VYCL,VINYL CHLORIDE,2019-02-25,2019,0.0,microgr/L,False,1350945.0,משרד הבריאותאבוכביר,,0.5,0.0
raanana_p_25,פ רעננה 25,XYLE,XYLENE,2019-02-25,2019,0.0,microgr/L,False,1350945.0,משרד הבריאותאבוכביר,,500.0,0.0
raanana_p_25,פ רעננה 25,NO3,NITRATE AS NO3,2019-03-04,2019,84.931,MG/L,False,1350946.0,משרד הבריאותאבוכביר,,70.0,121.33
raanana_p_25,פ רעננה 25,ALAC,ALACHLOR,2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,4.0,0.0
raanana_p_25,פ רעננה 25,ALCB,ALDICRAB,2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,,
raanana_p_25,פ רעננה 25,ALDSU,Aldicarb sulfon,2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,,
raanana_p_25,פ רעננה 25,ALSD,Aldicarb sulfoxide,2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,,
raanana_p_25,פ רעננה 25,ATRA,ATRAZINE,2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,2.0,0.0
raanana_p_25,פ רעננה 25,BENZ,BENZENE,2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,5.0,0.0
raanana_p_25,פ רעננה 25,BEPT,BIS (2-ETHYLHEXYL) PHTALATE,2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,8.0,0.0
raanana_p_25,פ רעננה 25,BNZP,BENZOPYRENE,2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,0.5,0.0
raanana_p_25,פ רעננה 25,BRMC,BROMACIL,2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,,
raanana_p_25,פ רעננה 25,CARBO,CARBOMAZEPIN,2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,,
raanana_p_25,פ רעננה 25,CCL4,CARBON TETRACHLORIDE,2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,4.0,0.0
raanana_p_25,פ רעננה 25,CDCE,"CIS 1,2 DICHLOROETHYLENE",2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,50.0,0.0
raanana_p_25,פ רעננה 25,CHLF,CHLOROFORM,2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,80.0,0.0
raanana_p_25,פ רעננה 25,CLDN,CHLORDANE,2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,1.0,0.0
raanana_p_25,פ רעננה 25,CLPF,CHLORPYRIFOS,2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,,
raanana_p_25,פ רעננה 25,DBCP,"DIBROMO-3-CHLOROPROPA1,2 NE",2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,0.3,0.0
raanana_p_25,פ רעננה 25,DCET,"DICHLOROETHANE1,2",2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,4.0,0.0
raanana_p_25,פ רעננה 25,DCEY,"DICHLOROETHYLENE 1,1",2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,10.0,0.0
raanana_p_25,פ רעננה 25,DCLM,DICHLOROMETHANE,2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,5.0,0.0
raanana_p_25,פ רעננה 25,DCPA,"DICHLOROPHENOXY ACETI2,4 C ACID",2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,30.0,0.0
raanana_p_25,פ רעננה 25,DCPN,"1,2-dichloropropane",2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,5.0,0.0
raanana_p_25,פ רעננה 25,ETBN,ETHYL BENZENE,2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,300.0,0.0
raanana_p_25,פ רעננה 25,ETDB,ETHYLENE DI BROMIDE,2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,0.05,0.0
raanana_p_25,פ רעננה 25,HEPE,HEPTACHLOR EPOXIDE,2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,0.2,0.0
raanana_p_25,פ רעננה 25,HEPT,HEPTACHLOR,2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,0.4,0.0
raanana_p_25,פ רעננה 25,LIND,LINDANE,2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,1.0,0.0
raanana_p_25,פ רעננה 25,MCBZ,MONOCHLOROBENZENE,2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,100.0,0.0
raanana_p_25,פ רעננה 25,MDCB,"DICHLOR BENZEN 1,2",2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,600.0,0.0
raanana_p_25,פ רעננה 25,PDCB,"DICHLOROBENZEN 1,4",2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,75.0,0.0
raanana_p_25,פ רעננה 25,SIMZ,SIMAZINE,2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,2.0,0.0
raanana_p_25,פ רעננה 25,STYR,STYRENE,2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,50.0,0.0
raanana_p_25,פ רעננה 25,TCEN,"1,1,2-trichloroethane",2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,5.0,0.0
raanana_p_25,פ רעננה 25,TCET,"TRICHLORO ETHANE 1,1,1",2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,200.0,0.0
raanana_p_25,פ רעננה 25,TCEY,TRICHLORO ETHYLENE,2019-05-21,2019,2.6,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,7.5,34.67
raanana_p_25,פ רעננה 25,TDCE,"TRANS-1,2 DICHLOROETHYLENE",2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,50.0,0.0
raanana_p_25,פ רעננה 25,TECE,TETRACHLORO ETHYLENE,2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,10.0,0.0
raanana_p_25,פ רעננה 25,TOLU,TOLUENE,2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,700.0,0.0
raanana_p_25,פ רעננה 25,TRBN4,"1,2,4-trichlorobenzene",2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,70.0,0.0
raanana_p_25,פ רעננה 25,TRFL,TRIFLORILEN,2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,20.0,0.0
raanana_p_25,פ רעננה 25,VYCL,VINYL CHLORIDE,2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,0.5,0.0
raanana_p_25,פ רעננה 25,XYLE,XYLENE,2019-05-21,2019,0.0,microgr/L,False,1350947.0,משרד הבריאותאבוכביר,,500.0,0.0
raanana_p_25,פ רעננה 25,ALAC,ALACHLOR,2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,4.0,0.0
raanana_p_25,פ רעננה 25,ALCB,ALDICRAB,2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,,
raanana_p_25,פ רעננה 25,ALDSU,Aldicarb sulfon,2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,,
raanana_p_25,פ רעננה 25,ALSD,Aldicarb sulfoxide,2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,,
raanana_p_25,פ רעננה 25,ATRA,ATRAZINE,2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,2.0,0.0
raanana_p_25,פ רעננה 25,BENZ,BENZENE,2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,5.0,0.0
raanana_p_25,פ רעננה 25,BEPT,BIS (2-ETHYLHEXYL) PHTALATE,2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,8.0,0.0
raanana_p_25,פ רעננה 25,BNZP,BENZOPYRENE,2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,0.5,0.0
raanana_p_25,פ רעננה 25,BRMC,BROMACIL,2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,,
raanana_p_25,פ רעננה 25,CARBO,CARBOMAZEPIN,2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,,
raanana_p_25,פ רעננה 25,CCL4,CARBON TETRACHLORIDE,2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,4.0,0.0
raanana_p_25,פ רעננה 25,CDCE,"CIS 1,2 DICHLOROETHYLENE",2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,50.0,0.0
raanana_p_25,פ רעננה 25,CHLF,CHLOROFORM,2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,80.0,0.0
raanana_p_25,פ רעננה 25,CLDN,CHLORDANE,2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,1.0,0.0
raanana_p_25,פ רעננה 25,CLPF,CHLORPYRIFOS,2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,,
raanana_p_25,פ רעננה 25,DBCP,"DIBROMO-3-CHLOROPROPA1,2 NE",2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,0.3,0.0
raanana_p_25,פ רעננה 25,DCET,"DICHLOROETHANE1,2",2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,4.0,0.0
raanana_p_25,פ רעננה 25,DCEY,"DICHLOROETHYLENE 1,1",2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,10.0,0.0
raanana_p_25,פ רעננה 25,DCLM,DICHLOROMETHANE,2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,5.0,0.0
raanana_p_25,פ רעננה 25,DCPA,"DICHLOROPHENOXY ACETI2,4 C ACID",2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,30.0,0.0
raanana_p_25,פ רעננה 25,DCPN,"1,2-dichloropropane",2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,5.0,0.0
raanana_p_25,פ רעננה 25,ETBN,ETHYL BENZENE,2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,300.0,0.0
raanana_p_25,פ רעננה 25,ETDB,ETHYLENE DI BROMIDE,2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,0.05,0.0
raanana_p_25,פ רעננה 25,HEPE,HEPTACHLOR EPOXIDE,2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,0.2,0.0
raanana_p_25,פ רעננה 25,HEPT,HEPTACHLOR,2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,0.4,0.0
raanana_p_25,פ רעננה 25,LIND,LINDANE,2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,1.0,0.0
raanana_p_25,פ רעננה 25,MCBZ,MONOCHLOROBENZENE,2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,100.0,0.0
raanana_p_25,פ רעננה 25,MDCB,"DICHLOR BENZEN 1,2",2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,600.0,0.0
raanana_p_25,פ רעננה 25,PDCB,"DICHLOROBENZEN 1,4",2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,75.0,0.0
raanana_p_25,פ רעננה 25,SIMZ,SIMAZINE,2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,2.0,0.0
raanana_p_25,פ רעננה 25,STYR,STYRENE,2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,50.0,0.0
raanana_p_25,פ רעננה 25,TCEN,"1,1,2-trichloroethane",2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,5.0,0.0
raanana_p_25,פ רעננה 25,TCET,"TRICHLORO ETHANE 1,1,1",2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,200.0,0.0
raanana_p_25,פ רעננה 25,TCEY,TRICHLORO ETHYLENE,2019-08-20,2019,1.9,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,7.5,25.33
raanana_p_25,פ רעננה 25,TDCE,"TRANS-1,2 DICHLOROETHYLENE",2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,50.0,0.0
raanana_p_25,פ רעננה 25,TECE,TETRACHLORO ETHYLENE,2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,10.0,0.0
raanana_p_25,פ רעננה 25,TOLU,TOLUENE,2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,700.0,0.0
raanana_p_25,פ רעננה 25,TRBN4,"1,2,4-trichlorobenzene",2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,70.0,0.0
raanana_p_25,פ רעננה 25,TRFL,TRIFLORILEN,2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,20.0,0.0
raanana_p_25,פ רעננה 25,VYCL,VINYL CHLORIDE,2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,0.5,0.0
raanana_p_25,פ רעננה 25,XYLE,XYLENE,2019-08-20,2019,0.0,microgr/L,False,1351544.0,משרד הבריאותאבוכביר,,500.0,0.0
raanana_p_25,פ רעננה 25,NO3,NITRATE AS NO3,2020-02-09,2020,39.203,MG/L,False,1369777.0,משרד הבריאותאבוכביר,,70.0,56.0
raanana_p_25,פ רעננה 25,CL,CHLORIDE AS CL,2020-03-30,2020,124.0,MG/L,False,1307403.0,מקורות נסין,,400.0,31.0
raanana_p_25,פ רעננה 25,NO3,NITRATE AS NO3,2020-05-04,2020,78.841,MG/L,False,1369778.0,משרד הבריאותאבוכביר,,70.0,112.63
raanana_p_25,פ רעננה 25,NO3,NITRATE AS NO3,2020-08-02,2020,65.805,MG/L,False,1369779.0,משרד הבריאותאבוכביר,,70.0,94.01
raanana_p_25,פ רעננה 25,NO3,NITRATE AS NO3,2020-11-08,2020,42.047,MG/L,False,1369780.0,משרד הבריאותאבוכביר,,70.0,60.07
raanana_p_25,פ רעננה 25,NO3,NITRATE AS NO3,2020-12-16,2020,43.032,MG/L,False,1369781.0,משרד הבריאותאבוכביר,,70.0,61.47
raanana_p_25,פ רעננה 25,CL,CHLORIDE AS CL,2021-01-03,2021,115.0,MG/L,False,1426677.0,בקטוכם,,400.0,28.75
raanana_p_25,פ רעננה 25,COLR,COLOR  PLATINUM COBALT UNITS,2021-01-03,2021,0.0,UNIT,False,1426677.0,בקטוכם,,15.0,0.0
raanana_p_25,פ רעננה 25,NO3,NITRATE AS NO3,2021-01-03,2021,42.478,MG/L,False,1426677.0,בקטוכם,,70.0,60.68
raanana_p_25,פ רעננה 25,PHLB,PH MEASURED IN LABORATORY,2021-01-03,2021,7.2,UNIT,False,1426677.0,בקטוכם,,,
raanana_p_25,פ רעננה 25,T,TEMPERATURE CENTIGRADE,2021-01-03,2021,21.9,Celsius,False,1426677.0,בקטוכם,,,
raanana_p_25,פ רעננה 25,TOC,TOTAL ORGANIC CARBON,2021-01-03,2021,0.0,MG/L,False,1426677.0,בקטוכם,,,
raanana_p_25,פ רעננה 25,NO3,NITRATE AS NO3,2021-03-01,2021,42.903,MG/L,False,1426679.0,בקטוכם,,70.0,61.29
raanana_p_25,פ רעננה 25,CL,CHLORIDE AS CL,2021-04-12,2021,115.0,MG/L,False,1426678.0,בקטוכם,,400.0,28.75
raanana_p_25,פ רעננה 25,COLR,COLOR  PLATINUM COBALT UNITS,2021-04-12,2021,0.0,UNIT,False,1426678.0,בקטוכם,,15.0,0.0
raanana_p_25,פ רעננה 25,NO3,NITRATE AS NO3,2021-04-12,2021,41.757,MG/L,False,1426678.0,בקטוכם,,70.0,59.65
raanana_p_25,פ רעננה 25,PHLB,PH MEASURED IN LABORATORY,2021-04-12,2021,7.3,UNIT,False,1426678.0,בקטוכם,,,
raanana_p_25,פ רעננה 25,T,TEMPERATURE CENTIGRADE,2021-04-12,2021,22.0,Celsius,False,1426678.0,בקטוכם,,,
raanana_p_25,פ רעננה 25,TOC,TOTAL ORGANIC CARBON,2021-04-12,2021,0.0,MG/L,False,1426678.0,בקטוכם,,,
raanana_p_25,פ רעננה 25,NO3,NITRATE AS NO3,2021-05-02,2021,31.305,MG/L,False,1426680.0,בקטוכם,,70.0,44.72
raanana_p_25,פ רעננה 25,NO3,NITRATE AS NO3,2021-08-10,2021,42.596,MG/L,False,1426681.0,בקטוכם,,70.0,60.85
raanana_p_25,פ רעננה 25,NO3,NITRATE AS NO3,2021-11-02,2021,45.0,MG/L,False,1426682.0,בקטוכם,,70.0,64.29
raanana_p_25,פ רעננה 25,NO3,NITRATE AS NO3,2021-11-08,2021,49.436,MG/L,False,1426683.0,בקטוכם,,70.0,70.62
raanana_p_25,פ רעננה 25,NO3,NITRATE AS NO3,2021-11-29,2021,46.0,MG/L,False,1426684.0,בקטוכם,,70.0,65.71
raanana_p_25,פ רעננה 25,NO3,NITRATE AS NO3,2021-12-05,2021,47.0,MG/L,False,1426685.0,בקטוכם,,70.0,67.14
raanana_p_25,פ רעננה 25,NO3,NITRATE AS NO3,2021-12-13,2021,46.0,MG/L,False,1426686.0,בקטוכם,,70.0,65.71
raanana_p_25,פ רעננה 25,NO3,NITRATE AS NO3,2021-12-20,2021,49.0,MG/L,False,1426687.0,בקטוכם,,70.0,70.0
raanana_p_25,פ רעננה 25,NO3,NITRATE AS NO3,2021-12-26,2021,47.0,MG/L,False,1426688.0,בקטוכם,,70.0,67.14
raanana_p_25,פ רעננה 25,NO3,NITRATE AS NO3,2022-01-04,2022,48.0,MG/L,False,1453621.0,בקטוכם,,70.0,68.57
raanana_p_25,פ רעננה 25,NO3,NITRATE AS NO3,2022-01-09,2022,46.0,MG/L,False,1453622.0,בקטוכם,,70.0,65.71
raanana_p_25,פ רעננה 25,NO3,NITRATE AS NO3,2022-01-24,2022,47.0,MG/L,False,1453623.0,בקטוכם,,70.0,67.14
raanana_p_25,פ רעננה 25,NO3,NITRATE AS NO3,2022-02-01,2022,50.4,MG/L,False,1453624.0,בקטוכם,,70.0,72.0
raanana_p_25,פ רעננה 25,NO3,NITRATE AS NO3,2022-02-06,2022,48.0,MG/L,False,1453625.0,בקטוכם,,70.0,68.57
raanana_p_25,פ רעננה 25,NO3,NITRATE AS NO3,2022-02-20,2022,49.0,MG/L,False,1453626.0,בקטוכם,,70.0,70.0
raanana_p_25,פ רעננה 25,NO3,NITRATE AS NO3,2022-03-07,2022,49.0,MG/L,False,1453627.0,בקטוכם,,70.0,70.0
raanana_p_25,פ רעננה 25,NO3,NITRATE AS NO3,2022-03-21,2022,49.0,MG/L,False,1453628.0,בקטוכם,,70.0,70.0
raanana_p_25,פ רעננה 25,NO3,NITRATE AS NO3,2022-04-05,2022,50.0,MG/L,False,1453629.0,בקטוכם,,70.0,71.43
raanana_p_25,פ רעננה 25,NO3,NITRATE AS NO3,2022-04-24,2022,52.0,MG/L,False,1453630.0,בקטוכם,,70.0,74.29
raanana_p_25,פ רעננה 25,NO3,NITRATE AS NO3,2022-05-02,2022,51.0,MG/L,False,1453631.0,בקטוכם,,70.0,72.86
raanana_p_25,פ רעננה 25,NO3,NITRATE AS NO3,2022-05-10,2022,52.759,MG/L,False,1453632.0,בקטוכם,,70.0,75.37
raanana_p_25,פ רעננה 25,CL,CHLORIDE AS CL,2022-05-17,2022,124.0,MG/L,False,1453633.0,בקטוכם,,400.0,31.0
