canonical_well_id,parameter_canonical,last_measurement_date,is_active,reason_if_inactive,n_measurements_total,n_measurements_last_5y,coverage_note
מק_חולון_12,STRONTIUM AS SR,2013-07-11,true,,2,0,No recent measurements
מק_חולון_12,SULFATE AS SO4,2021-04-20,true,,4,0,No recent measurements
מק_חולון_12,ZINC AS ZN,2021-04-20,true,,5,0,No recent measurements
מק_חולון_12,NITRITE AS NO2,2011-12-12,true,,12,0,No recent measurements
מק_חולון_12,ALKALINITY M AS CACO3 (B),2021-04-20,true,,2,0,No recent measurements
מק_חולון_12,AMMONIA AS NH4,2011-06-20,true,,1,0,No recent measurements
מק_חולון_12,BORON AS B,2021-04-20,true,,3,0,No recent measurements
מק_חולון_12,BROMIDE AS BR,2021-04-20,true,,3,0,No recent measurements
מק_חולון_12,CYANIDE AS CN,2021-04-20,true,,3,0,No recent measurements
מק_חולון_12,"DIBROMO-3-CHLOROPROPA1,2 NE",2021-04-20,true,,6,0,No recent measurements
מק_חולון_12,"DICHLOROPHENOXY ACETI2,4 C ACID",2021-04-20,true,,6,0,No recent measurements
מק_חולון_12,ETHYLENE DI BROMIDE,2021-04-20,true,,6,0,No recent measurements
מק_חולון_12,FLUORIDE AS F,2021-04-20,true,,3,0,No recent measurements
מק_חולון_12,HARDNESS AS CACO3,2021-04-20,true,,3,0,No recent measurements
מק_חולון_12,MERCURY AS HG,2021-04-20,true,,3,0,No recent measurements
מק_חולון_12, MTBE,2021-04-20,true,,6,0,No recent measurements
מק_חולון_12,PHOSPHATES AS PO4,2011-06-20,true,,1,0,No recent measurements
מק_חולון_12,SILICA AS SIO2,2011-06-20,true,,1,0,No recent measurements
מק_חולון_12,"TRICHLORO PHENOXY 2,4,5 PROPIO",2016-09-12,true,,2,0,No recent measurements
מק_חולון_12,TIN AS SN,2013-07-11,true,,1,0,No recent measurements
מק_חולון_12,"1,1,2-trichloroethane",2021-04-20,true,,5,0,No recent measurements
מק_חולון_12,"1,2,4-trichlorobenzene",2021-04-20,true,,5,0,No recent measurements
מק_חולון_12,"1,2-dichloropropane",2021-04-20,true,,5,0,No recent measurements
מק_חולון_12,BENZENE,2021-04-20,true,,5,0,No recent measurements
מק_חולון_12,CARBON TETRACHLORIDE,2021-04-20,true,,5,0,No recent measurements
מק_חולון_12,CHLOROFORM,2021-04-20,true,,5,0,No recent measurements
מק_חולון_12,"CIS 1,2 DICHLOROETHYLENE",2021-04-20,true,,5,0,No recent measurements
מק_חולון_12,"CIS+ TRANS 1,2 DICHLOROETHELYENE",2021-04-20,true,,5,0,No recent measurements
מק_חולון_12,"DICHLOROBENZEN 1,4",2021-04-20,true,,5,0,No recent measurements
מק_חולון_12,"DICHLOROETHANE1,2",2021-04-20,true,,5,0,No recent measurements
מק_חולון_12,"DICHLOROETHYLENE 1,1",2021-04-20,true,,5,0,No recent measurements
מק_חולון_12,DICHLOROMETHANE,2021-04-20,true,,5,0,No recent measurements
מק_חולון_12,ETHYL BENZENE,2021-04-20,true,,5,0,No recent measurements
מק_חולון_12,MONOCHLOROBENZENE,2021-04-20,true,,5,0,No recent measurements
מק_חולון_12,STYRENE,2021-04-20,true,,5,0,No recent measurements
מק_חולון_12,TETRACHLORO ETHYLENE,2021-04-20,true,,5,0,No recent measurements
מק_חולון_12,TOLUENE,2021-04-20,true,,5,0,No recent measurements
מק_חולון_12,"TRANS-1,2 DICHLOROETHYLENE",2021-04-20,true,,5,0,No recent measurements
מק_חולון_12,"TRICHLORO ETHANE 1,1,1",2021-04-20,true,,5,0,No recent measurements
מק_חולון_12,TRICHLORO ETHYLENE,2021-04-20,true,,5,0,No recent measurements
מק_חולון_12,VINYL CHLORIDE,2021-04-20,true,,5,0,No recent measurements
מק_חולון_12,XYLENE,2021-04-20,true,,5,0,No recent measurements
מק_חולון_12,DISSOLVED OXYGEN AS O2,2021-04-20,true,,2,0,No recent measurements
מק_חולון_12,POTASSIUM AS K FOR BETA CORREC,2021-04-20,true,,1,0,No recent measurements
מק_חולון_12,Perfluorobutane Sulfonic Acid,2024-06-17,true,,2,2,Only 2 measurements in 5y window
מק_חולון_12,Perfluorobytanoic acid,2023-06-05,true,,1,1,Only 1 measurements in 5y window
מק_חולון_12,Perfluoroheptanoic acid,2024-06-17,true,,2,2,Only 2 measurements in 5y window
מק_חולון_12,Perfluorohexanesulfonic acid,2024-06-17,true,,2,2,Only 2 measurements in 5y window
מק_חולון_12,Perfluorohexanoic acid,2024-06-17,true,,2,2,Only 2 measurements in 5y window
מק_חולון_12,Perfluorononanoic acid,2023-06-05,true,,1,1,Only 1 measurements in 5y window
מק_חולון_12,Per-FluoroOctaneSulfonate,2024-06-17,true,,2,2,Only 2 measurements in 5y window
מק_חולון_12,Per-FluoroOctanoic Acid,2024-06-17,true,,2,2,Only 2 measurements in 5y window
מק_חולון_12,Perfluoropentanoic acid,2023-06-05,true,,1,1,Only 1 measurements in 5y window
מק_חולון_12,total_pfas,2024-06-17,true,,2,2,Only 2 measurements in 5y window
מק_חולון_14,ARSENIC AS AS,2021-07-04,true,,5,1,Only 1 measurements in 5y window
מק_חולון_14,BARIUM AS BA,2021-07-04,true,,5,1,Only 1 measurements in 5y window
מק_חולון_14,BENZENE,2021-07-04,true,,10,1,Only 1 measurements in 5y window
מק_חולון_14,CADMIUM AS CD,2021-07-04,true,,5,1,Only 1 measurements in 5y window
מק_חולון_14,CHLOROFORM,2021-07-04,true,,10,1,Only 1 measurements in 5y window
מק_חולון_14,CHROMIUM AS CR,2021-07-04,true,,6,1,Only 1 measurements in 5y window
מק_חולון_14,"CIS 1,2 DICHLOROETHYLENE",2021-07-04,true,,10,1,Only 1 measurements in 5y window
מק_חולון_14,COBALT AS CO,2016-11-28,true,,3,0,No recent measurements
מק_חולון_14,COPPER AS CU,2021-07-04,true,,5,1,Only 1 measurements in 5y window
מק_חולון_14,"DICHLOROBENZEN 1,4",2021-07-04,true,,10,1,Only 1 measurements in 5y window
מק_חולון_14,"DICHLOROETHANE1,2",2021-07-04,true,,10,1,Only 1 measurements in 5y window
מק_חולון_14,IRON TOTAL AS FE,2021-07-04,true,,5,1,Only 1 measurements in 5y window
מק_חולון_14,LEAD AS PB,2021-07-04,true,,5,1,Only 1 measurements in 5y window
מק_חולון_14,MANGANESE TOTAL AS MN,2021-07-04,true,,5,1,Only 1 measurements in 5y window
מק_חולון_14,MONOCHLOROBENZENE,2021-07-04,true,,10,1,Only 1 measurements in 5y window
מק_חולון_14,NICKEL AS NI,2021-07-04,true,,5,1,Only 1 measurements in 5y window
מק_חולון_14,SELENIUM AS SE,2021-07-04,true,,5,1,Only 1 measurements in 5y window
מק_חולון_14,STRONTIUM AS SR,2016-11-28,true,,3,0,No recent measurements
מק_חולון_14,STYRENE,2021-07-04,true,,10,1,Only 1 measurements in 5y window
מק_חולון_14,TETRACHLORO ETHYLENE,2021-07-04,true,,15,1,Only 1 measurements in 5y window
מק_חולון_14,TOLUENE,2021-07-04,true,,11,1,Only 1 measurements in 5y window
מק_חולון_14,"TRANS-1,2 DICHLOROETHYLENE",2021-07-04,true,,10,1,Only 1 measurements in 5y window
מק_חולון_14,"TRICHLORO ETHANE 1,1,1",2021-07-04,true,,10,1,Only 1 measurements in 5y window
מק_חולון_14,VINYL CHLORIDE,2021-07-04,true,,10,1,Only 1 measurements in 5y window
מק_חולון_14,XYLENE,2021-07-04,true,,11,1,Only 1 measurements in 5y window
מק_חולון_14,ZINC AS ZN,2021-07-04,true,,5,1,Only 1 measurements in 5y window
מק_חולון_14,CALCIUM AS CA,2021-07-04,true,,4,1,Only 1 measurements in 5y window
מק_חולון_14,MAGNESIUM AS MG,2021-07-04,true,,4,1,Only 1 measurements in 5y window
מק_חולון_14,PHENOLS AS C6H5OH,2011-09-12,true,,2,0,No recent measurements
מק_חולון_14,POTASSIUM AS K,2021-07-04,true,,4,1,Only 1 measurements in 5y window
מק_חולון_14,SODIUM AS NA,2021-07-04,true,,4,1,Only 1 measurements in 5y window
מק_חולון_14,NITRITE AS NO2,2011-12-12,true,,12,0,No recent measurements
מק_חולון_14,"1,1,2-trichloroethane",2021-07-04,true,,9,1,Only 1 measurements in 5y window
מק_חולון_14,"1,2-dichloropropane",2021-07-04,true,,9,1,Only 1 measurements in 5y window
מק_חולון_14,ALKALINITY M AS CACO3 (B),2021-07-04,true,,2,1,Only 1 measurements in 5y window
מק_חולון_14,AMMONIA AS NH4,2011-09-12,true,,1,0,No recent measurements
מק_חולון_14,BICARBONATE AS HCO3,2021-07-04,true,,3,1,Only 1 measurements in 5y window
מק_חולון_14,BORON AS B,2021-07-04,true,,3,1,Only 1 measurements in 5y window
מק_חולון_14,BROMIDE AS BR,2021-07-04,true,,3,1,Only 1 measurements in 5y window
מק_חולון_14,Bromo dichloromethane,2011-09-12,true,,1,0,No recent measurements
מק_חולון_14,CYANIDE AS CN,2021-07-04,true,,3,1,Only 1 measurements in 5y window
מק_חולון_14,DETERGENTS AS LAS,2021-07-04,true,,3,1,Only 1 measurements in 5y window
מק_חולון_14,"DIBROMO-3-CHLOROPROPA1,2 NE",2021-07-04,true,,5,1,Only 1 measurements in 5y window
מק_חולון_14,"DICHLOROPHENOXY ACETI2,4 C ACID",2021-07-04,true,,6,1,Only 1 measurements in 5y window
מק_חולון_14,ETHYL BENZENE,2021-07-04,true,,10,1,Only 1 measurements in 5y window
מק_חולון_14,ETHYLENE DI BROMIDE,2021-07-04,true,,5,1,Only 1 measurements in 5y window
מק_חולון_14,FLUORIDE AS F,2021-07-04,true,,3,1,Only 1 measurements in 5y window
מק_חולון_14,HARDNESS AS CACO3,2021-07-04,true,,3,1,Only 1 measurements in 5y window
מק_חולון_14,MERCURY AS HG,2021-07-04,true,,3,1,Only 1 measurements in 5y window
מק_חולון_14, MTBE,2021-07-04,true,,9,1,Only 1 measurements in 5y window
מק_חולון_14,PHOSPHATES AS PO4,2011-09-12,true,,1,0,No recent measurements
מק_חולון_14,SILICA AS SIO2,2011-09-12,true,,1,0,No recent measurements
מק_חולון_14,SULFATE AS SO4,2021-07-04,true,,3,1,Only 1 measurements in 5y window
מק_חולון_14,"TRICHLORO PHENOXY 2,4,5 PROPIO",2016-11-28,true,,2,0,No recent measurements
מק_חולון_14,TIN AS SN,2016-11-28,true,,2,0,No recent measurements
מק_חולון_14,"1,2,4-trichlorobenzene",2021-07-04,true,,6,1,Only 1 measurements in 5y window
מק_חולון_14,"CIS+ TRANS 1,2 DICHLOROETHELYENE",2021-07-04,true,,8,1,Only 1 measurements in 5y window
מק_חולון_14,DISSOLVED OXYGEN AS O2,2021-07-04,true,,2,1,Only 1 measurements in 5y window
מק_חולון_14,Per-FluoroOctaneSulfonate,2024-06-17,true,,2,1,Only 1 measurements in 5y window
מק_חולון_14,Per-FluoroOctanoic Acid,2024-06-17,true,,2,1,Only 1 measurements in 5y window
מק_חולון_14,total_pfas,2024-06-17,true,,2,1,Only 1 measurements in 5y window
מק_חולון_14,POTASSIUM AS K FOR BETA CORREC,2021-07-04,true,,1,1,Only 1 measurements in 5y window
מק_חולון_14,Perfluorobutane Sulfonic Acid,2024-06-17,true,,1,1,Only 1 measurements in 5y window
מק_חולון_14,Perfluoroheptanoic acid,2024-06-17,true,,1,1,Only 1 measurements in 5y window
מק_חולון_14,Perfluorohexanesulfonic acid,2024-06-17,true,,1,1,Only 1 measurements in 5y window
מק_חולון_14,Perfluorohexanoic acid,2024-06-17,true,,1,1,Only 1 measurements in 5y window
מק_חולון_23,CHLORIDE AS CL,2020-11-04,false,closed,21,0,No recent measurements
מק_חולון_23,NITRATE AS NO3,2020-11-04,false,closed,20,0,No recent measurements
מק_חולון_23,ARSENIC AS AS,2016-09-19,false,closed,4,0,No recent measurements
מק_חולון_23,BARIUM AS BA,2016-09-19,false,closed,4,0,No recent measurements
מק_חולון_23,CADMIUM AS CD,2016-09-19,false,closed,4,0,No recent measurements
מק_חולון_23,CHROMIUM AS CR,2016-09-19,false,closed,5,0,No recent measurements
מק_חולון_23,COBALT AS CO,2013-08-22,false,closed,2,0,No recent measurements
מק_חולון_23,COPPER AS CU,2016-09-19,false,closed,4,0,No recent measurements
מק_חולון_23,IRON TOTAL AS FE,2016-09-19,false,closed,4,0,No recent measurements
מק_חולון_23,LEAD AS PB,2016-09-19,false,closed,4,0,No recent measurements
מק_חולון_23,MANGANESE TOTAL AS MN,2016-09-19,false,closed,4,0,No recent measurements
מק_חולון_23,NICKEL AS NI,2016-09-19,false,closed,4,0,No recent measurements
מק_חולון_23,SELENIUM AS SE,2016-09-19,false,closed,4,0,No recent measurements
מק_חולון_23,STRONTIUM AS SR,2013-08-22,false,closed,2,0,No recent measurements
מק_חולון_23,ZINC AS ZN,2016-09-19,false,closed,4,0,No recent measurements
מק_חולון_23,CALCIUM AS CA,2016-09-19,false,closed,3,0,No recent measurements
מק_חולון_23,MAGNESIUM AS MG,2016-09-19,false,closed,3,0,No recent measurements
מק_חולון_23,POTASSIUM AS K,2016-09-19,false,closed,4,0,No recent measurements
מק_חולון_23,SODIUM AS NA,2016-09-19,false,closed,3,0,No recent measurements
מק_חולון_23,NITRITE AS NO2,2011-12-12,false,closed,12,0,No recent measurements
מק_חולון_23,BENZENE,2020-01-26,false,closed,13,0,No recent measurements
מק_חולון_23,ETHYL BENZENE,2020-01-26,false,closed,13,0,No recent measurements
מק_חולון_23,ETHYLENE DI BROMIDE,2016-12-12,false,closed,11,0,No recent measurements
מק_חולון_23, MTBE,2020-11-04,false,closed,14,0,No recent measurements
מק_חולון_23,STYRENE,2020-01-26,false,closed,13,0,No recent measurements
מק_חולון_23,TOLUENE,2020-01-26,false,closed,13,0,No recent measurements
מק_חולון_23,XYLENE,2020-01-26,false,closed,13,0,No recent measurements
מק_חולון_23,ALKALINITY M AS CACO3 (B),2011-06-21,false,closed,1,0,No recent measurements
מק_חולון_23,AMMONIA AS NH4,2011-06-21,false,closed,1,0,No recent measurements
מק_חולון_23,BICARBONATE AS HCO3,2016-09-19,false,closed,2,0,No recent measurements
מק_חולון_23,BORON AS B,2016-09-19,false,closed,2,0,No recent measurements
מק_חולון_23,BROMIDE AS BR,2016-09-19,false,closed,2,0,No recent measurements
מק_חולון_23,CYANIDE AS CN,2016-09-19,false,closed,2,0,No recent measurements
מק_חולון_23,DETERGENTS AS LAS,2016-09-19,false,closed,2,0,No recent measurements
מק_חולון_23,"DIBROMO-3-CHLOROPROPA1,2 NE",2016-12-12,false,closed,5,0,No recent measurements
מק_חולון_23,"DICHLOROPHENOXY ACETI2,4 C ACID",2016-12-12,false,closed,5,0,No recent measurements
מק_חולון_23,FLUORIDE AS F,2016-09-19,false,closed,2,0,No recent measurements
מק_חולון_23,HARDNESS AS CACO3,2016-09-19,false,closed,2,0,No recent measurements
מק_חולון_23,MERCURY AS HG,2016-09-19,false,closed,2,0,No recent measurements
מק_חולון_23,PHENOLS AS C6H5OH,2011-06-21,false,closed,1,0,No recent measurements
מק_חולון_23,PHOSPHATES AS PO4,2011-06-21,false,closed,1,0,No recent measurements
מק_חולון_23,SILICA AS SIO2,2011-06-21,false,closed,1,0,No recent measurements
מק_חולון_23,SULFATE AS SO4,2016-09-19,false,closed,2,0,No recent measurements
מק_חולון_23,"TRICHLORO PHENOXY 2,4,5 PROPIO",2016-09-19,false,closed,2,0,No recent measurements
מק_חולון_23,TIN AS SN,2013-08-22,false,closed,1,0,No recent measurements
מק_חולון_23,"1,1,2-trichloroethane",2016-12-12,false,closed,4,0,No recent measurements
מק_חולון_23,"1,2,4-trichlorobenzene",2016-12-12,false,closed,4,0,No recent measurements
מק_חולון_23,"1,2-dichloropropane",2016-12-12,false,closed,4,0,No recent measurements
מק_חולון_23,CARBON TETRACHLORIDE,2016-12-12,false,closed,4,0,No recent measurements
מק_חולון_23,CHLOROFORM,2016-12-12,false,closed,4,0,No recent measurements
מק_חולון_23,"CIS 1,2 DICHLOROETHYLENE",2016-12-12,false,closed,4,0,No recent measurements
מק_חולון_23,"CIS+ TRANS 1,2 DICHLOROETHELYENE",2016-12-12,false,closed,4,0,No recent measurements
מק_חולון_23,"DICHLOROBENZEN 1,4",2016-12-12,false,closed,4,0,No recent measurements
מק_חולון_23,"DICHLOROETHANE1,2",2016-12-12,false,closed,4,0,No recent measurements
מק_חולון_23,"DICHLOROETHYLENE 1,1",2016-12-12,false,closed,4,0,No recent measurements
מק_חולון_23,DICHLOROMETHANE,2016-12-12,false,closed,4,0,No recent measurements
מק_חולון_23,MONOCHLOROBENZENE,2016-12-12,false,closed,4,0,No recent measurements
מק_חולון_23,TETRACHLORO ETHYLENE,2016-12-12,false,closed,4,0,No recent measurements
מק_חולון_23,"TRANS-1,2 DICHLOROETHYLENE",2016-12-12,false,closed,4,0,No recent measurements
מק_חולון_23,"TRICHLORO ETHANE 1,1,1",2016-12-12,false,closed,4,0,No recent measurements
מק_חולון_23,TRICHLORO ETHYLENE,2016-12-12,false,closed,4,0,No recent measurements
מק_חולון_23,VINYL CHLORIDE,2016-12-12,false,closed,4,0,No recent measurements
מק_חולון_23,DISSOLVED OXYGEN AS O2,2016-09-19,false,closed,1,0,No recent measurements
מק_חולון_5,CHLORIDE AS CL,2011-07-27,false,closed,3,0,No recent measurements
מק_חולון_5,NITRATE AS NO3,2011-07-27,false,closed,3,0,No recent measurements
מק_חולון_5,ARSENIC AS AS,2011-06-20,false,closed,2,0,No recent measurements
מק_חולון_5,BARIUM AS BA,2011-06-20,false,closed,2,0,No recent measurements
מק_חולון_5,BENZENE,2010-06-15,false,closed,1,0,No recent measurements
מק_חולון_5,CADMIUM AS CD,2011-06-20,false,closed,2,0,No recent measurements
מק_חולון_5,CALCIUM AS CA,2011-06-20,false,closed,3,0,No recent measurements
מק_חולון_5,CARBON TETRACHLORIDE,2010-06-15,false,closed,1,0,No recent measurements
מק_חולון_5,CHLOROFORM,2010-06-15,false,closed,1,0,No recent measurements
מק_חולון_5,CHROMIUM AS CR,2011-06-20,false,closed,2,0,No recent measurements
מק_חולון_5,"CIS 1,2 DICHLOROETHYLENE",2010-06-15,false,closed,1,0,No recent measurements
מק_חולון_5,COBALT AS CO,2010-06-15,false,closed,1,0,No recent measurements
מק_חולון_5,COPPER AS CU,2011-06-20,false,closed,2,0,No recent measurements
מק_חולון_5,"DIBROMO-3-CHLOROPROPA1,2 NE",2011-06-20,false,closed,2,0,No recent measurements
מק_חולון_5,"DICHLOROBENZEN 1,4",2010-06-15,false,closed,1,0,No recent measurements
מק_חולון_5,"DICHLOROETHANE1,2",2010-06-15,false,closed,1,0,No recent measurements
מק_חולון_5,"DICHLOROETHYLENE 1,1",2010-06-15,false,closed,1,0,No recent measurements
מק_חולון_5,"DICHLOROPHENOXY ACETI2,4 C ACID",2011-06-20,false,closed,2,0,No recent measurements
מק_חולון_5,ETHYL BENZENE,2010-06-15,false,closed,1,0,No recent measurements
מק_חולון_5,ETHYLENE DI BROMIDE,2011-06-20,false,closed,2,0,No recent measurements
מק_חולון_5,IRON TOTAL AS FE,2011-06-20,false,closed,2,0,No recent measurements
מק_חולון_5,LEAD AS PB,2011-06-20,false,closed,2,0,No recent measurements
מק_חולון_5,MAGNESIUM AS MG,2011-06-20,false,closed,3,0,No recent measurements
מק_חולון_5,MANGANESE TOTAL AS MN,2011-06-20,false,closed,2,0,No recent measurements
מק_חולון_5,MONOCHLOROBENZENE,2010-06-15,false,closed,1,0,No recent measurements
מק_חולון_5, MTBE,2010-06-15,false,closed,1,0,No recent measurements
מק_חולון_5,NICKEL AS NI,2011-06-20,false,closed,2,0,No recent measurements
מק_חולון_5,POTASSIUM AS K,2011-06-20,false,closed,3,0,No recent measurements
מק_חולון_5,SELENIUM AS SE,2011-06-20,false,closed,2,0,No recent measurements
מק_חולון_5,SODIUM AS NA,2011-06-20,false,closed,3,0,No recent measurements
מק_חולון_5,STRONTIUM AS SR,2010-06-15,false,closed,1,0,No recent measurements
מק_חולון_5,STYRENE,2010-06-15,false,closed,1,0,No recent measurements
מק_חולון_5,TETRACHLORO ETHYLENE,2010-06-15,false,closed,1,0,No recent measurements
מק_חולון_5,TOLUENE,2010-06-15,false,closed,1,0,No recent measurements
מק_חולון_5,"TRANS-1,2 DICHLOROETHYLENE",2010-06-15,false,closed,1,0,No recent measurements
מק_חולון_5,"TRICHLORO ETHANE 1,1,1",2010-06-15,false,closed,1,0,No recent measurements
מק_חולון_5,TRICHLORO ETHYLENE,2010-06-15,false,closed,1,0,No recent measurements
מק_חולון_5,"TRICHLORO PHENOXY 2,4,5 PROPIO",2011-06-20,false,closed,2,0,No recent measurements
מק_חולון_5,VINYL CHLORIDE,2010-06-15,false,closed,1,0,No recent measurements
מק_חולון_5,XYLENE,2010-06-15,false,closed,1,0,No recent measurements
מק_חולון_5,ZINC AS ZN,2011-06-20,false,closed,2,0,No recent measurements
מק_חולון_5,NITRITE AS NO2,2011-09-11,false,closed,7,0,No recent measurements
מק_חולון_5,ALKALINITY M AS CACO3 (B),2011-06-20,false,closed,1,0,No recent measurements
מק_חולון_5,AMMONIA AS NH4,2011-06-20,false,closed,1,0,No recent measurements
מק_חולון_5,BICARBONATE AS HCO3,2011-06-20,false,closed,1,0,No recent measurements
מק_חולון_5,BORON AS B,2011-06-20,false,closed,1,0,No recent measurements
מק_חולון_5,BROMIDE AS BR,2011-06-20,false,closed,1,0,No recent measurements
מק_חולון_5,CYANIDE AS CN,2011-06-20,false,closed,1,0,No recent measurements
מק_חולון_5,DETERGENTS AS LAS,2011-06-20,false,closed,1,0,No recent measurements
מק_חולון_5,FLUORIDE AS F,2011-06-20,false,closed,1,0,No recent measurements
מק_חולון_5,HARDNESS AS CACO3,2011-06-20,false,closed,1,0,No recent measurements
מק_חולון_5,MERCURY AS HG,2011-06-20,false,closed,1,0,No recent measurements
מק_חולון_5,PHENOLS AS C6H5OH,2011-06-20,false,closed,1,0,No recent measurements
מק_חולון_5,PHOSPHATES AS PO4,2011-06-20,false,closed,1,0,No recent measurements
מק_חולון_5,SILICA AS SIO2,2011-06-20,false,closed,1,0,No recent measurements
מק_חולון_5,SULFATE AS SO4,2011-06-20,false,closed,1,0,No recent measurements
מק_מולדת_8,CHLORIDE AS CL,2010-07-04,false,closed,1,0,No recent measurements
מק_מולדת_8,NITRATE AS NO3,2010-07-04,false,closed,1,0,No recent measurements
נד_אגד_אזור_1,"1,2,4 TRIMETHYLBENZENE",2017-07-17,true,,3,0,No recent measurements
נד_אגד_אזור_1,"1,3,5 TRIMETHYLBENZENE",2017-07-17,true,,3,0,No recent measurements
נד_אגד_אזור_1,n-propylbenzene,2017-07-17,true,,2,0,No recent measurements
נד_אגד_אזור_1,"CIS 1,2 DICHLOROETHYLENE",2019-07-17,true,,2,0,No recent measurements
נד_אגד_אזור_1,"DICHLOROETHYLENE 1,1",2019-07-17,true,,2,0,No recent measurements
נד_אגד_אזור_1,STYRENE,2019-07-17,true,,2,0,No recent measurements
נד_אגד_אזור_1,TETRACHLORO ETHYLENE,2019-07-17,true,,2,0,No recent measurements
נד_אגד_אזור_1,TRICHLORO ETHYLENE,2019-07-17,true,,2,0,No recent measurements
נד_אגד_אזור_1,VINYL CHLORIDE,2019-07-17,true,,2,0,No recent measurements
נד_אגד_אזור_10,BENZENE,2024-01-15,false,closed,9,4,Only 4 measurements in 5y window
נד_אגד_אזור_10,DISSOLVED OXYGEN AS O2,2024-01-15,false,closed,9,4,Only 4 measurements in 5y window
נד_אגד_אזור_10,ETHYL BENZENE,2024-01-15,false,closed,9,4,Only 4 measurements in 5y window
נד_אגד_אזור_10, MTBE,2024-01-15,false,closed,8,4,Only 4 measurements in 5y window
נד_אגד_אזור_10,TOLUENE,2024-01-15,false,closed,9,4,Only 4 measurements in 5y window
נד_אגד_אזור_10,XYLENE,2024-01-15,false,closed,9,4,Only 4 measurements in 5y window
נד_אגד_אזור_10,"CIS 1,2 DICHLOROETHYLENE",2019-07-17,false,closed,1,0,No recent measurements
נד_אגד_אזור_10,"DICHLOROETHYLENE 1,1",2019-07-17,false,closed,1,0,No recent measurements
נד_אגד_אזור_10,STYRENE,2019-07-17,false,closed,1,0,No recent measurements
נד_אגד_אזור_10,TETRACHLORO ETHYLENE,2019-07-17,false,closed,1,0,No recent measurements
נד_אגד_אזור_10,TRICHLORO ETHYLENE,2019-07-17,false,closed,1,0,No recent measurements
נד_אגד_אזור_10,VINYL CHLORIDE,2019-07-17,false,closed,1,0,No recent measurements
נד_אגד_אזור_11,BENZENE,2024-03-05,false,closed,7,4,Only 4 measurements in 5y window
נד_אגד_אזור_11,DISSOLVED OXYGEN AS O2,2024-03-05,false,closed,7,4,Only 4 measurements in 5y window
נד_אגד_אזור_11,ETHYL BENZENE,2024-03-05,false,closed,7,4,Only 4 measurements in 5y window
נד_אגד_אזור_11, MTBE,2024-03-05,false,closed,7,4,Only 4 measurements in 5y window
נד_אגד_אזור_11,TOLUENE,2024-03-05,false,closed,7,4,Only 4 measurements in 5y window
נד_אגד_אזור_11,XYLENE,2024-03-05,false,closed,7,4,Only 4 measurements in 5y window
נד_אגד_אזור_12,BENZENE,2024-01-15,false,closed,7,4,Only 4 measurements in 5y window
נד_אגד_אזור_12,DISSOLVED OXYGEN AS O2,2024-01-15,false,closed,7,4,Only 4 measurements in 5y window
