borehole,name_he,family,canonical_param,param_code,param_name,date,concentration,unit,drinking_water_standard,pct_of_standard,bucket
נת_חולון_6,נת חולון 6,INDUSTRY,TCE,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2023-01-12,10.479,microgr/L,7.5,139.72,4
נת_חולון_6,נת חולון 6,INDUSTRY,Vinyl Chloride,VINYL CHLORIDE,VINYL CHLORIDE,2023-01-12,0.0,microgr/L,0.5,0.0,0
נת_חולון_6,נת חולון 6,FUEL,Xylene,XYLENE,XYLENE,2023-01-12,0.0,microgr/L,500.0,0.0,0
נת_חולון_12,נת חולון 12,METALS,Arsenic,ARSENIC AS AS,ARSENIC AS AS,2021-05-26,0.0,microgr/L,10.0,0.0,0
נת_חולון_12,נת חולון 12,METALS,Cadmium,CADMIUM AS CD,CADMIUM AS CD,2021-05-26,0.0,microgr/L,5.0,0.0,0
נת_חולון_12,נת חולון 12,INDUSTRY,Chloroform,CHLOROFORM,CHLOROFORM,2024-11-27,1.0,microgr/L,80.0,1.25,1
נת_חולון_12,נת חולון 12,METALS,Chromium,CHROMIUM AS CR,CHROMIUM AS CR,2021-05-26,7.066,microgr/L,50.0,14.13,1
נת_חולון_12,נת חולון 12,INDUSTRY,"cis-1,2-DCE","CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2024-11-27,1.0,microgr/L,50.0,2.0,1
נת_חולון_12,נת חולון 12,INDUSTRY,"1,1-DCE","DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2024-11-27,5.654,microgr/L,10.0,56.54,2
נת_חולון_12,נת חולון 12,METALS,Lead,LEAD AS PB,LEAD AS PB,2021-05-26,0.0,microgr/L,10.0,0.0,0
נת_חולון_12,נת חולון 12,METALS,Nickel,NICKEL AS NI,NICKEL AS NI,2021-05-26,0.0,microgr/L,20.0,0.0,0
נת_חולון_12,נת חולון 12,INDUSTRY,PCE,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2024-11-27,1.182,microgr/L,10.0,11.82,1
נת_חולון_12,נת חולון 12,INDUSTRY,"trans-1,2-DCE","TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2024-11-27,0.0,microgr/L,50.0,0.0,0
נת_חולון_12,נת חולון 12,INDUSTRY,TCE,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2024-11-27,21.235,microgr/L,7.5,283.13,4
נת_חולון_12,נת חולון 12,INDUSTRY,Vinyl Chloride,VINYL CHLORIDE,VINYL CHLORIDE,2024-11-27,0.0,microgr/L,0.5,0.0,0
נת_חולון_12,נת חולון 12,FUEL,Benzene,BENZENE,BENZENE,2024-11-27,0.0,microgr/L,5.0,0.0,0
נת_חולון_12,נת חולון 12,INDUSTRY,Carbon Tetrachloride,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2024-11-27,1.0,microgr/L,4.0,25.0,1
נת_חולון_12,נת חולון 12,INDUSTRY,"1,2-DCA","DICHLOROETHANE1,2","DICHLOROETHANE1,2",2024-11-27,0.0,microgr/L,4.0,0.0,0
נת_חולון_12,נת חולון 12,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2024-11-27,1.0,microgr/L,300.0,0.33,1
נת_חולון_12,נת חולון 12,FUEL,MTBE, MTBE,MTBE,2024-11-27,1.0,microgr/L,40.0,2.5,1
נת_חולון_12,נת חולון 12,FUEL,Toluene,TOLUENE,TOLUENE,2024-11-27,1.0,microgr/L,700.0,0.14,1
נת_חולון_12,נת חולון 12,FUEL,Xylene,XYLENE,XYLENE,2024-11-27,3.0,microgr/L,500.0,0.6,1
נת_חולון_16,נת חולון 16,METALS,Arsenic,ARSENIC AS AS,ARSENIC AS AS,2022-06-08,0.0,microgr/L,10.0,0.0,0
נת_חולון_16,נת חולון 16,FUEL,Benzene,BENZENE,BENZENE,2024-11-18,1.0,microgr/L,5.0,20.0,1
נת_חולון_16,נת חולון 16,METALS,Cadmium,CADMIUM AS CD,CADMIUM AS CD,2022-06-08,0.0,microgr/L,5.0,0.0,0
נת_חולון_16,נת חולון 16,INDUSTRY,Chloroform,CHLOROFORM,CHLOROFORM,2024-11-18,1.0,microgr/L,80.0,1.25,1
נת_חולון_16,נת חולון 16,METALS,Chromium,CHROMIUM AS CR,CHROMIUM AS CR,2022-06-08,0.0,microgr/L,50.0,0.0,0
נת_חולון_16,נת חולון 16,INDUSTRY,"cis-1,2-DCE","CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2024-11-18,56.906,microgr/L,50.0,113.81,4
נת_חולון_16,נת חולון 16,INDUSTRY,"1,1-DCE","DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2024-11-18,33.228,microgr/L,10.0,332.28,4
נת_חולון_16,נת חולון 16,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2024-11-18,0.0,microgr/L,300.0,0.0,0
נת_חולון_16,נת חולון 16,METALS,Lead,LEAD AS PB,LEAD AS PB,2022-06-08,0.0,microgr/L,10.0,0.0,0
נת_חולון_16,נת חולון 16,FUEL,MTBE, MTBE,MTBE,2024-11-18,1.0,microgr/L,40.0,2.5,1
נת_חולון_16,נת חולון 16,METALS,Nickel,NICKEL AS NI,NICKEL AS NI,2022-06-08,0.0,microgr/L,20.0,0.0,0
נת_חולון_16,נת חולון 16,INDUSTRY,PCE,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2024-11-18,131.646,microgr/L,10.0,1316.46,4
נת_חולון_16,נת חולון 16,FUEL,Toluene,TOLUENE,TOLUENE,2024-11-18,1.0,microgr/L,700.0,0.14,1
נת_חולון_16,נת חולון 16,INDUSTRY,"trans-1,2-DCE","TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2024-11-18,1.357,microgr/L,50.0,2.71,1
נת_חולון_16,נת חולון 16,INDUSTRY,TCE,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2024-11-18,337.998,microgr/L,7.5,4506.64,6
נת_חולון_16,נת חולון 16,INDUSTRY,Vinyl Chloride,VINYL CHLORIDE,VINYL CHLORIDE,2024-11-18,0.0,microgr/L,0.5,0.0,0
נת_חולון_16,נת חולון 16,FUEL,Xylene,XYLENE,XYLENE,2024-11-18,0.0,microgr/L,500.0,0.0,0
נת_חולון_16,נת חולון 16,INDUSTRY,"1,4-Dioxane","1,4 DIOXANE","1,4 DIOXANE",2026-02-10,8.9,microgr/L,3.0,296.67,4
נת_חולון_16,נת חולון 16,INDUSTRY,Carbon Tetrachloride,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2024-11-18,0.0,microgr/L,4.0,0.0,0
נת_חולון_16,נת חולון 16,INDUSTRY,"1,2-DCA","DICHLOROETHANE1,2","DICHLOROETHANE1,2",2024-11-18,0.0,microgr/L,4.0,0.0,0
נד_פז_קריית_שרת_1,נד פז קריית שרת 1,FUEL,Benzene,BENZENE,BENZENE,2020-12-09,10.0,microgr/L,5.0,200.0,4
נד_פז_קריית_שרת_1,נד פז קריית שרת 1,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2020-12-09,10.0,microgr/L,300.0,3.33,1
נד_פז_קריית_שרת_1,נד פז קריית שרת 1,FUEL,MTBE, MTBE,MTBE,2020-12-09,10.0,microgr/L,40.0,25.0,1
נד_פז_קריית_שרת_1,נד פז קריית שרת 1,FUEL,Toluene,TOLUENE,TOLUENE,2020-12-09,10.0,microgr/L,700.0,1.43,1
נד_פז_קריית_שרת_1,נד פז קריית שרת 1,FUEL,Xylene,XYLENE,XYLENE,2020-12-09,10.0,microgr/L,500.0,2.0,1
מק_חולון_12,מק חולון 12,METALS,Arsenic,ARSENIC AS AS,ARSENIC AS AS,2021-04-20,0.0,microgr/L,10.0,0.0,0
מק_חולון_12,מק חולון 12,FUEL,Benzene,BENZENE,BENZENE,2021-04-20,0.0,microgr/L,5.0,0.0,0
מק_חולון_12,מק חולון 12,METALS,Cadmium,CADMIUM AS CD,CADMIUM AS CD,2021-04-20,0.0,microgr/L,5.0,0.0,0
מק_חולון_12,מק חולון 12,INDUSTRY,Carbon Tetrachloride,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2021-04-20,0.0,microgr/L,4.0,0.0,0
מק_חולון_12,מק חולון 12,INDUSTRY,Chloroform,CHLOROFORM,CHLOROFORM,2021-04-20,0.0,microgr/L,80.0,0.0,0
מק_חולון_12,מק חולון 12,METALS,Chromium,CHROMIUM AS CR,CHROMIUM AS CR,2021-04-20,1.9,microgr/L,50.0,3.8,1
מק_חולון_12,מק חולון 12,INDUSTRY,"cis-1,2-DCE","CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2021-04-20,0.0,microgr/L,50.0,0.0,0
מק_חולון_12,מק חולון 12,INDUSTRY,"1,2-DCA","DICHLOROETHANE1,2","DICHLOROETHANE1,2",2021-04-20,0.0,microgr/L,4.0,0.0,0
מק_חולון_12,מק חולון 12,INDUSTRY,"1,1-DCE","DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2021-04-20,0.0,microgr/L,10.0,0.0,0
מק_חולון_12,מק חולון 12,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2021-04-20,0.0,microgr/L,300.0,0.0,0
מק_חולון_12,מק חולון 12,METALS,Lead,LEAD AS PB,LEAD AS PB,2021-04-20,0.0,microgr/L,10.0,0.0,0
מק_חולון_12,מק חולון 12,METALS,Mercury,MERCURY AS HG,MERCURY AS HG,2021-04-20,0.0,microgr/L,1.0,0.0,0
מק_חולון_12,מק חולון 12,FUEL,MTBE, MTBE,MTBE,2021-04-20,0.0,microgr/L,40.0,0.0,0
מק_חולון_12,מק חולון 12,METALS,Nickel,NICKEL AS NI,NICKEL AS NI,2021-04-20,0.0,microgr/L,20.0,0.0,0
מק_חולון_12,מק חולון 12,INDUSTRY,PCE,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2021-04-20,0.0,microgr/L,10.0,0.0,0
מק_חולון_12,מק חולון 12,FUEL,Toluene,TOLUENE,TOLUENE,2021-04-20,0.0,microgr/L,700.0,0.0,0
מק_חולון_12,מק חולון 12,INDUSTRY,"trans-1,2-DCE","TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2021-04-20,0.0,microgr/L,50.0,0.0,0
מק_חולון_12,מק חולון 12,INDUSTRY,TCE,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2021-04-20,0.0,microgr/L,7.5,0.0,0
מק_חולון_12,מק חולון 12,INDUSTRY,Vinyl Chloride,VINYL CHLORIDE,VINYL CHLORIDE,2021-04-20,0.0,microgr/L,0.5,0.0,0
מק_חולון_12,מק חולון 12,FUEL,Xylene,XYLENE,XYLENE,2021-04-20,0.0,microgr/L,500.0,0.0,0
מק_חולון_12,מק חולון 12,PFAS,PFAS-other,Perfluorobutane Sulfonic Acid,Perfluorobutane Sulfonic Acid,2024-06-17,0.0,microgr/L,0.1,0.0,0
מק_חולון_12,מק חולון 12,PFAS,PFAS-other,Perfluorobytanoic acid,Perfluorobytanoic acid,2023-06-05,0.0,microgr/L,0.1,0.0,0
מק_חולון_12,מק חולון 12,PFAS,PFAS-other,Perfluoroheptanoic acid,Perfluoroheptanoic acid,2024-06-17,0.0,microgr/L,0.1,0.0,0
מק_חולון_12,מק חולון 12,PFAS,PFAS-other,Perfluorohexanesulfonic acid,Perfluorohexanesulfonic acid,2024-06-17,0.0,microgr/L,0.1,0.0,0
מק_חולון_12,מק חולון 12,PFAS,PFAS-other,Perfluorohexanoic acid,Perfluorohexanoic acid,2024-06-17,0.0,microgr/L,0.1,0.0,0
מק_חולון_12,מק חולון 12,PFAS,PFAS-other,Perfluorononanoic acid,Perfluorononanoic acid,2023-06-05,0.0,microgr/L,0.1,0.0,0
מק_חולון_12,מק חולון 12,PFAS,PFAS-other,Per-FluoroOctaneSulfonate,Per-FluoroOctaneSulfonate,2024-06-17,0.0,microgr/L,0.1,0.0,0
מק_חולון_12,מק חולון 12,PFAS,PFAS-other,Per-FluoroOctanoic Acid,Per-FluoroOctanoic Acid,2024-06-17,0.0,microgr/L,0.1,0.0,0
מק_חולון_12,מק חולון 12,PFAS,PFAS-other,Perfluoropentanoic acid,Perfluoropentanoic acid,2023-06-05,0.0,microgr/L,0.1,0.0,0
נד_המרכבה_ק2,נד המרכבה ק2,FUEL,Benzene,BENZENE,BENZENE,2021-03-16,10.0,microgr/L,5.0,200.0,4
נד_המרכבה_ק2,נד המרכבה ק2,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2021-03-16,10.0,microgr/L,300.0,3.33,1
נד_המרכבה_ק2,נד המרכבה ק2,FUEL,MTBE, MTBE,MTBE,2021-03-16,100.0,microgr/L,40.0,250.0,4
נד_המרכבה_ק2,נד המרכבה ק2,FUEL,Toluene,TOLUENE,TOLUENE,2021-03-16,10.0,microgr/L,700.0,1.43,1
נד_המרכבה_ק2,נד המרכבה ק2,FUEL,Xylene,XYLENE,XYLENE,2021-03-16,10.0,microgr/L,500.0,2.0,1
נד_המרכבה_ק3,נד המרכבה ק3,FUEL,Benzene,BENZENE,BENZENE,2021-04-11,0.0,microgr/L,5.0,0.0,0
נד_המרכבה_ק3,נד המרכבה ק3,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2021-04-11,0.0,microgr/L,300.0,0.0,0
נד_המרכבה_ק3,נד המרכבה ק3,FUEL,MTBE, MTBE,MTBE,2021-04-11,309.501,microgr/L,40.0,773.75,4
נד_המרכבה_ק3,נד המרכבה ק3,FUEL,Toluene,TOLUENE,TOLUENE,2021-04-11,0.0,microgr/L,700.0,0.0,0
נד_המרכבה_ק3,נד המרכבה ק3,FUEL,Xylene,XYLENE,XYLENE,2021-04-11,0.0,microgr/L,500.0,0.0,0
נד_המרכבה_ק3,נד המרכבה ק3,METALS,Arsenic,ARSENIC AS AS,ARSENIC AS AS,2021-04-11,0.0,microgr/L,10.0,0.0,0
נד_המרכבה_ק3,נד המרכבה ק3,METALS,Cadmium,CADMIUM AS CD,CADMIUM AS CD,2021-04-11,0.0,microgr/L,5.0,0.0,0
נד_המרכבה_ק3,נד המרכבה ק3,INDUSTRY,Carbon Tetrachloride,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2021-04-11,0.0,microgr/L,4.0,0.0,0
נד_המרכבה_ק3,נד המרכבה ק3,INDUSTRY,Chloroform,CHLOROFORM,CHLOROFORM,2021-04-11,0.0,microgr/L,80.0,0.0,0
נד_המרכבה_ק3,נד המרכבה ק3,METALS,Chromium,CHROMIUM AS CR,CHROMIUM AS CR,2021-04-11,0.0,microgr/L,50.0,0.0,0
נד_המרכבה_ק3,נד המרכבה ק3,INDUSTRY,"cis-1,2-DCE","CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2021-04-11,0.0,microgr/L,50.0,0.0,0
נד_המרכבה_ק3,נד המרכבה ק3,INDUSTRY,"1,2-DCA","DICHLOROETHANE1,2","DICHLOROETHANE1,2",2021-04-11,0.0,microgr/L,4.0,0.0,0
נד_המרכבה_ק3,נד המרכבה ק3,INDUSTRY,"1,1-DCE","DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2021-04-11,0.0,microgr/L,10.0,0.0,0
נד_המרכבה_ק3,נד המרכבה ק3,METALS,Lead,LEAD AS PB,LEAD AS PB,2021-04-11,0.0,microgr/L,10.0,0.0,0
נד_המרכבה_ק3,נד המרכבה ק3,METALS,Nickel,NICKEL AS NI,NICKEL AS NI,2021-04-11,10.0,microgr/L,20.0,50.0,2
נד_המרכבה_ק3,נד המרכבה ק3,INDUSTRY,PCE,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2021-04-11,0.0,microgr/L,10.0,0.0,0
נד_המרכבה_ק3,נד המרכבה ק3,INDUSTRY,"trans-1,2-DCE","TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2021-04-11,0.0,microgr/L,50.0,0.0,0
נד_המרכבה_ק3,נד המרכבה ק3,INDUSTRY,TCE,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2021-04-11,0.0,microgr/L,7.5,0.0,0
נד_המרכבה_ק3,נד המרכבה ק3,INDUSTRY,Vinyl Chloride,VINYL CHLORIDE,VINYL CHLORIDE,2021-04-11,0.0,microgr/L,0.5,0.0,0
נד_סונול_משמר_השבעה_3,נד סונול משמר השבעה 3,FUEL,Benzene,BENZENE,BENZENE,2024-09-09,1.0,microgr/L,5.0,20.0,1
נד_סונול_משמר_השבעה_3,נד סונול משמר השבעה 3,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2024-09-09,1.0,microgr/L,300.0,0.33,1
נד_סונול_משמר_השבעה_3,נד סונול משמר השבעה 3,FUEL,MTBE, MTBE,MTBE,2024-09-09,1.0,microgr/L,40.0,2.5,1
נד_סונול_משמר_השבעה_3,נד סונול משמר השבעה 3,FUEL,Toluene,TOLUENE,TOLUENE,2024-09-09,2.0,microgr/L,700.0,0.29,1
נד_סונול_משמר_השבעה_3,נד סונול משמר השבעה 3,FUEL,Xylene,XYLENE,XYLENE,2024-09-09,2.0,microgr/L,500.0,0.4,1
נד_סונול_משמר_השבעה_4,נד סונול משמר השבעה 4,FUEL,Benzene,BENZENE,BENZENE,2024-09-09,1.0,microgr/L,5.0,20.0,1
נד_סונול_משמר_השבעה_4,נד סונול משמר השבעה 4,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2024-09-09,1.0,microgr/L,300.0,0.33,1
נד_סונול_משמר_השבעה_4,נד סונול משמר השבעה 4,FUEL,MTBE, MTBE,MTBE,2024-09-09,1.0,microgr/L,40.0,2.5,1
נד_סונול_משמר_השבעה_4,נד סונול משמר השבעה 4,FUEL,Toluene,TOLUENE,TOLUENE,2024-09-09,3.0,microgr/L,700.0,0.43,1
נד_סונול_משמר_השבעה_4,נד סונול משמר השבעה 4,FUEL,Xylene,XYLENE,XYLENE,2024-09-09,4.0,microgr/L,500.0,0.8,1
נד_סונול_משמר_השבעה_5,נד סונול משמר השבעה 5,FUEL,Benzene,BENZENE,BENZENE,2024-09-09,1.0,microgr/L,5.0,20.0,1
נד_סונול_משמר_השבעה_5,נד סונול משמר השבעה 5,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2024-09-09,1.0,microgr/L,300.0,0.33,1
נד_סונול_משמר_השבעה_5,נד סונול משמר השבעה 5,FUEL,MTBE, MTBE,MTBE,2024-09-09,33.0,microgr/L,40.0,82.5,3
נד_סונול_משמר_השבעה_5,נד סונול משמר השבעה 5,FUEL,Toluene,TOLUENE,TOLUENE,2024-09-09,1.0,microgr/L,700.0,0.14,1
נד_סונול_משמר_השבעה_5,נד סונול משמר השבעה 5,FUEL,Xylene,XYLENE,XYLENE,2024-09-09,4.0,microgr/L,500.0,0.8,1
נת_חולון_2,נת חולון 2,METALS,Arsenic,ARSENIC AS AS,ARSENIC AS AS,2022-06-08,0.0,microgr/L,10.0,0.0,0
נת_חולון_2,נת חולון 2,FUEL,Benzene,BENZENE,BENZENE,2022-06-08,1.0,microgr/L,5.0,20.0,1
נת_חולון_2,נת חולון 2,METALS,Cadmium,CADMIUM AS CD,CADMIUM AS CD,2022-06-08,0.0,microgr/L,5.0,0.0,0
נת_חולון_2,נת חולון 2,INDUSTRY,Chloroform,CHLOROFORM,CHLOROFORM,2022-06-08,287.3,microgr/L,80.0,359.12,4
נת_חולון_2,נת חולון 2,METALS,Chromium,CHROMIUM AS CR,CHROMIUM AS CR,2022-06-08,60.375,microgr/L,50.0,120.75,4
נת_חולון_2,נת חולון 2,INDUSTRY,"cis-1,2-DCE","CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2022-06-08,177.3,microgr/L,50.0,354.6,4
נת_חולון_2,נת חולון 2,INDUSTRY,"1,1-DCE","DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2022-06-08,67.0,microgr/L,10.0,670.0,4
נת_חולון_2,נת חולון 2,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2022-06-08,1.0,microgr/L,300.0,0.33,1
נת_חולון_2,נת חולון 2,METALS,Lead,LEAD AS PB,LEAD AS PB,2022-06-08,0.0,microgr/L,10.0,0.0,0
נת_חולון_2,נת חולון 2,FUEL,MTBE, MTBE,MTBE,2022-06-08,1.0,microgr/L,40.0,2.5,1
נת_חולון_2,נת חולון 2,METALS,Nickel,NICKEL AS NI,NICKEL AS NI,2022-06-08,0.0,microgr/L,20.0,0.0,0
נת_חולון_2,נת חולון 2,INDUSTRY,PCE,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2022-06-08,497.51,microgr/L,10.0,4975.1,6
נת_חולון_2,נת חולון 2,FUEL,Toluene,TOLUENE,TOLUENE,2022-06-08,1.0,microgr/L,700.0,0.14,1
נת_חולון_2,נת חולון 2,INDUSTRY,"trans-1,2-DCE","TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2022-06-08,1.0,microgr/L,50.0,2.0,1
נת_חולון_2,נת חולון 2,INDUSTRY,TCE,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2022-06-08,1256.288,microgr/L,7.5,16750.51,8
נת_חולון_2,נת חולון 2,INDUSTRY,Vinyl Chloride,VINYL CHLORIDE,VINYL CHLORIDE,2022-06-08,0.0,microgr/L,0.5,0.0,0
נת_חולון_2,נת חולון 2,FUEL,Xylene,XYLENE,XYLENE,2022-06-08,3.0,microgr/L,500.0,0.6,1
נת_חולון_2,נת חולון 2,INDUSTRY,Carbon Tetrachloride,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2022-06-08,1.0,microgr/L,4.0,25.0,1
נת_חולון_2,נת חולון 2,INDUSTRY,"1,2-DCA","DICHLOROETHANE1,2","DICHLOROETHANE1,2",2022-06-08,1.0,microgr/L,4.0,25.0,1
נת_חולון_7,נת חולון 7,INDUSTRY,"1,4-Dioxane","1,4 DIOXANE","1,4 DIOXANE",2023-01-04,17.2,microgr/L,3.0,573.33,4
נת_חולון_7,נת חולון 7,METALS,Arsenic,ARSENIC AS AS,ARSENIC AS AS,2023-01-04,0.0,microgr/L,10.0,0.0,0
נת_חולון_7,נת חולון 7,FUEL,Benzene,BENZENE,BENZENE,2023-01-04,1.0,microgr/L,5.0,20.0,1
נת_חולון_7,נת חולון 7,METALS,Cadmium,CADMIUM AS CD,CADMIUM AS CD,2023-01-04,0.0,microgr/L,5.0,0.0,0
נת_חולון_7,נת חולון 7,INDUSTRY,Carbon Tetrachloride,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2023-01-04,0.0,microgr/L,4.0,0.0,0
נת_חולון_7,נת חולון 7,INDUSTRY,Chloroform,CHLOROFORM,CHLOROFORM,2023-01-04,97.61,microgr/L,80.0,122.01,4
נת_חולון_7,נת חולון 7,METALS,Chromium,CHROMIUM AS CR,CHROMIUM AS CR,2023-01-04,31.414,microgr/L,50.0,62.83,3
נת_חולון_7,נת חולון 7,INDUSTRY,"cis-1,2-DCE","CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2023-01-04,2.705,microgr/L,50.0,5.41,1
נת_חולון_7,נת חולון 7,INDUSTRY,"1,2-DCA","DICHLOROETHANE1,2","DICHLOROETHANE1,2",2023-01-04,1.0,microgr/L,4.0,25.0,1
נת_חולון_7,נת חולון 7,INDUSTRY,"1,1-DCE","DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2023-01-04,40.365,microgr/L,10.0,403.65,4
נת_חולון_7,נת חולון 7,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2023-01-04,1.0,microgr/L,300.0,0.33,1
נת_חולון_7,נת חולון 7,METALS,Lead,LEAD AS PB,LEAD AS PB,2023-01-04,0.0,microgr/L,10.0,0.0,0
נת_חולון_7,נת חולון 7,FUEL,MTBE, MTBE,MTBE,2023-01-04,0.0,microgr/L,40.0,0.0,0
נת_חולון_7,נת חולון 7,METALS,Nickel,NICKEL AS NI,NICKEL AS NI,2023-01-04,0.0,microgr/L,20.0,0.0,0
נת_חולון_7,נת חולון 7,INDUSTRY,PCE,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2023-01-04,17.554,microgr/L,10.0,175.54,4
נת_חולון_7,נת חולון 7,FUEL,Toluene,TOLUENE,TOLUENE,2023-01-04,1.0,microgr/L,700.0,0.14,1
נת_חולון_7,נת חולון 7,INDUSTRY,"trans-1,2-DCE","TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2023-01-04,1.0,microgr/L,50.0,2.0,1
נת_חולון_7,נת חולון 7,INDUSTRY,TCE,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2023-01-04,569.088,microgr/L,7.5,7587.84,7
נת_חולון_7,נת חולון 7,INDUSTRY,Vinyl Chloride,VINYL CHLORIDE,VINYL CHLORIDE,2023-01-04,0.0,microgr/L,0.5,0.0,0
נת_חולון_7,נת חולון 7,FUEL,Xylene,XYLENE,XYLENE,2023-01-04,3.0,microgr/L,500.0,0.6,1
נת_חולון_5,נת חולון 5,INDUSTRY,"1,4-Dioxane","1,4 DIOXANE","1,4 DIOXANE",2023-01-04,68.4,microgr/L,3.0,2280.0,5
נת_חולון_5,נת חולון 5,METALS,Arsenic,ARSENIC AS AS,ARSENIC AS AS,2023-01-04,0.0,microgr/L,10.0,0.0,0
נת_חולון_5,נת חולון 5,FUEL,Benzene,BENZENE,BENZENE,2023-01-04,9.145,microgr/L,5.0,182.9,4
נת_חולון_5,נת חולון 5,METALS,Cadmium,CADMIUM AS CD,CADMIUM AS CD,2023-01-04,0.0,microgr/L,5.0,0.0,0
נת_חולון_5,נת חולון 5,INDUSTRY,Carbon Tetrachloride,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2023-01-04,0.0,microgr/L,4.0,0.0,0
נת_חולון_5,נת חולון 5,INDUSTRY,Chloroform,CHLOROFORM,CHLOROFORM,2023-01-04,1.615,microgr/L,80.0,2.02,1
נת_חולון_5,נת חולון 5,METALS,Chromium,CHROMIUM AS CR,CHROMIUM AS CR,2023-01-04,0.0,microgr/L,50.0,0.0,0
נת_חולון_5,נת חולון 5,INDUSTRY,"cis-1,2-DCE","CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2023-01-04,17.32,microgr/L,50.0,34.64,2
נת_חולון_5,נת חולון 5,INDUSTRY,"1,2-DCA","DICHLOROETHANE1,2","DICHLOROETHANE1,2",2023-01-04,3.662,microgr/L,4.0,91.55,4
נת_חולון_5,נת חולון 5,INDUSTRY,"1,1-DCE","DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2023-01-04,98.057,microgr/L,10.0,980.57,4
נת_חולון_5,נת חולון 5,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2023-01-04,1.0,microgr/L,300.0,0.33,1
נת_חולון_5,נת חולון 5,METALS,Lead,LEAD AS PB,LEAD AS PB,2023-01-04,0.0,microgr/L,10.0,0.0,0
נת_חולון_5,נת חולון 5,FUEL,MTBE, MTBE,MTBE,2023-01-04,58.712,microgr/L,40.0,146.78,4
נת_חולון_5,נת חולון 5,METALS,Nickel,NICKEL AS NI,NICKEL AS NI,2023-01-04,0.0,microgr/L,20.0,0.0,0
נת_חולון_5,נת חולון 5,INDUSTRY,PCE,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2023-01-04,3.478,microgr/L,10.0,34.78,2
נת_חולון_5,נת חולון 5,FUEL,Toluene,TOLUENE,TOLUENE,2023-01-04,1.0,microgr/L,700.0,0.14,1
