canonical_well_id,parameter_canonical,latest_value,latest_date,unit_standardized,dws_value,ratio_to_dws,severity_index,last_updated_from
מק_חולון_5,TRICHLORO ETHYLENE,0.0,2010-06-15,µg/L,7.5,0.0,0,Holon_current_monitoring_2024
מק_חולון_5, MTBE,0.0,2010-06-15,µg/L,40.0,0.0,0,Holon_current_monitoring_2024
מק_חולון_5,CHLOROFORM,0.0,2010-06-15,µg/L,80.0,0.0,0,Holon_current_monitoring_2024
מק_חולון_5,MONOCHLOROBENZENE,0.0,2010-06-15,µg/L,100.0,0.0,0,Holon_current_monitoring_2024
מק_חולון_5,STYRENE,0.0,2010-06-15,µg/L,50.0,0.0,0,Holon_current_monitoring_2024
מק_חולון_5,STRONTIUM AS SR,689.0,2010-06-15,µg/L,,,0,Holon_current_monitoring_2024
מק_חולון_5,BENZENE,0.0,2010-06-15,µg/L,5.0,0.0,0,Holon_current_monitoring_2024
מק_חולון_5,CARBON TETRACHLORIDE,0.0,2010-06-15,µg/L,4.0,0.0,0,Holon_current_monitoring_2024
מק_מולדת_8,NITRATE AS NO3,99.5,2010-07-04,µg/L,70.0,142.1,5,Holon_current_monitoring_2024
מק_מולדת_8,CHLORIDE AS CL,350.0,2010-07-04,µg/L,400.0,87.5,4,Holon_current_monitoring_2024
נת_מוסך_קטרפילר_חולון,"1,3-dichloropropane",0.0,2010-10-18,µg/L,,,0,Holon_current_monitoring_2024
נת_מוסך_קטרפילר_חולון,"1,1,2,2-tetrachloroethane",0.0,2010-10-18,µg/L,,,0,Holon_current_monitoring_2024
נת_מוסך_קטרפילר_חולון,n-propylbenzene,0.0,2010-10-18,µg/L,,,0,Holon_current_monitoring_2024
נת_מוסך_קטרפילר_חולון,p-isopropyl toluene,0.0,2010-10-18,µg/L,,,0,Holon_current_monitoring_2024
נת_חולון_1,"1,2-Dibromomethane",0.0,2010-11-08,µg/L,,,0,Holon_current_monitoring_2024
נת_חולון_11,"1,2-Dibromomethane",0.0,2010-11-08,µg/L,,,0,Holon_current_monitoring_2024
נת_חולון_2,"1,2-Dibromomethane",0.0,2010-11-08,µg/L,,,0,Holon_current_monitoring_2024
פ_מקוה_ישראל_רוטשילד,"1,2-Dibromomethane",0.0,2010-11-17,µg/L,,,0,Holon_current_monitoring_2024
נת_חולון_4,"1,2-Dibromomethane",0.0,2010-11-23,µg/L,,,0,Holon_current_monitoring_2024
נת_חולון_4,"1,1-dichloroethane",0.0,2010-11-23,µg/L,,,0,Holon_current_monitoring_2024
נת_חולון_4,VINYL CHLORIDE,0.0,2010-11-23,µg/L,0.5,0.0,0,Holon_current_monitoring_2024
נת_חולון_4,"TRANS-1,2 DICHLOROETHYLENE",0.0,2010-11-23,µg/L,50.0,0.0,0,Holon_current_monitoring_2024
נת_חולון_4,NAPTHALENE,0.0,2010-11-23,µg/L,10.0,0.0,0,Holon_current_monitoring_2024
נת_חולון_4,ETHYL BENZENE,0.0,2010-11-23,µg/L,300.0,0.0,0,Holon_current_monitoring_2024
נת_חולון_4,"1,2,4 TRIMETHYLBENZENE",0.0,2010-11-23,µg/L,,,0,Holon_current_monitoring_2024
נת_חולון_4,"CIS 1,2 DICHLOROETHYLENE",0.0,2010-11-23,µg/L,50.0,0.0,0,Holon_current_monitoring_2024
נת_חולון_4,"1,1,2-trichloroethane",0.0,2010-11-23,µg/L,5.0,0.0,0,Holon_current_monitoring_2024
נת_חולון_12,"1,2-Dibromomethane",0.0,2010-11-30,µg/L,,,0,Holon_current_monitoring_2024
נת_חולון_3,"1,2-Dibromomethane",0.0,2010-11-30,µg/L,,,0,Holon_current_monitoring_2024
נת_חולון_8,"TRANS-1,2 DICHLOROETHYLENE",0.0,2010-11-30,µg/L,50.0,0.0,0,Holon_current_monitoring_2024
נת_חולון_8,"CIS 1,2 DICHLOROETHYLENE",14.94,2010-11-30,µg/L,50.0,29.9,3,Holon_current_monitoring_2024
נת_חולון_8,COBALT AS CO,0.179,2010-11-30,µg/L,,,0,Holon_current_monitoring_2024
נת_חולון_8,ETHYL BENZENE,0.0,2010-11-30,µg/L,300.0,0.0,0,Holon_current_monitoring_2024
נת_חולון_8,MANGANESE TOTAL AS MN,1.907,2010-11-30,µg/L,200.0,1.0,0,Holon_current_monitoring_2024
נת_חולון_8,NAPTHALENE,0.0,2010-11-30,µg/L,10.0,0.0,0,Holon_current_monitoring_2024
נת_חולון_8,VINYL CHLORIDE,0.0,2010-11-30,µg/L,0.5,0.0,0,Holon_current_monitoring_2024
נת_חולון_8,"1,1,2-trichloroethane",5.87,2010-11-30,µg/L,5.0,117.4,5,Holon_current_monitoring_2024
נת_חולון_8,"1,1-dichloroethane",18.57,2010-11-30,µg/L,,,0,Holon_current_monitoring_2024
נת_חולון_8,"1,2,4 TRIMETHYLBENZENE",0.0,2010-11-30,µg/L,,,0,Holon_current_monitoring_2024
נת_חולון_8,"1,2-Dibromomethane",0.0,2010-11-30,µg/L,,,0,Holon_current_monitoring_2024
נת_חולון_8,BORON AS B,0.172,2010-11-30,µg/L,1.0,17.2,3,Holon_current_monitoring_2024
נת_חולון_8,CADMIUM AS CD,0.0,2010-11-30,µg/L,5.0,0.0,0,Holon_current_monitoring_2024
נד_סונול_המלאכה_ק-1,isopropylbenzene,0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_2,MANGANESE TOTAL AS MN,7.64,2011-04-03,µg/L,200.0,3.8,1,Holon_current_monitoring_2024
נת_תדירגן_4,BORON AS B,0.66,2011-04-03,µg/L,1.0,66.0,4,Holon_current_monitoring_2024
נת_תדירגן_2,FERROUS IRON DISSOLVED AS FE,0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_4,"1,2-Dibromomethane",0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_4,"1,1-Dichloropropane",0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נד_סונול_המלאכה_ק-1,FERROUS IRON DISSOLVED AS FE,0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_4,CADMIUM AS CD,0.0,2011-04-03,µg/L,5.0,0.0,0,Holon_current_monitoring_2024
נד_סונול_המלאכה_ק-1,sec-butylbenzene,0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נד_סונול_המלאכה_ק-1,p-xylene,0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נד_סונול_המלאכה_ק-1,p-isopropyl toluene,0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נד_סונול_המלאכה_ק-1,o-Xylene ,0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נד_סונול_המלאכה_ק-1,n-propylbenzene,0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נד_סונול_המלאכה_ק-1,n-Butyl benzene,0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_2,"1,2-Dibromomethane",0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נד_סונול_המלאכה_ק-1,tert-butylbenzene,0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_2,COBALT AS CO,0.26,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_4,FERROUS IRON DISSOLVED AS FE,0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_4,MANGANESE TOTAL AS MN,0.78,2011-04-03,µg/L,200.0,0.4,0,Holon_current_monitoring_2024
נת_תדירגן_4,COBALT AS CO,0.13,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_2,"1,1-Dichloropropane",0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_5,"1,1,1,2-tetrachloroethane",0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_א.ת.חולון,COBALT AS CO,0.23,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_א.ת.חולון,FERROUS IRON DISSOLVED AS FE,0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_א.ת.חולון,MANGANESE TOTAL AS MN,6.16,2011-04-03,µg/L,200.0,3.1,1,Holon_current_monitoring_2024
נת_תדירגן_5,n-propylbenzene,0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_5,NICKEL AS NI,1.87,2011-04-03,µg/L,20.0,9.4,2,Holon_current_monitoring_2024
נת_תדירגן_5,n-Butyl benzene,0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_5,"2,2-dichloropropane",0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_5,COPPER AS CU,0.0,2011-04-03,µg/L,1400.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_א.ת.חולון,"1,1-Dichloropropane",0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_א.ת.חולון,"1,2-Dibromomethane",0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_5,o-Xylene ,0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_5,Chloromethane,0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_5,CHROMIUM AS CR,4.37,2011-04-03,µg/L,50.0,8.7,2,Holon_current_monitoring_2024
נת_תדירגן_5,"CIS 1,2 DICHLOROETHYLENE",5.91,2011-04-03,µg/L,50.0,11.8,3,Holon_current_monitoring_2024
נת_תדירגן_5,FERROUS IRON DISSOLVED AS FE,0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_5,ETHYL BENZENE,0.0,2011-04-03,µg/L,300.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_5,Dichlorodifluoromethane,0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_5,"DICHLOROBENZEN 1,4",0.0,2011-04-03,µg/L,75.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_5,dibromomethane,0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_5,Dibromochloro methane  ,0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_5,isopropylbenzene,0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_5,LEAD AS PB,0.37,2011-04-03,µg/L,10.0,3.7,1,Holon_current_monitoring_2024
נת_תדירגן_5,2-chlorotoluene,0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_5,4-chlorotoluene,0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_5,ARSENIC AS AS,0.0,2011-04-03,µg/L,10.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_5,BARIUM AS BA,124.128,2011-04-03,µg/L,1000.0,12.4,3,Holon_current_monitoring_2024
נת_תדירגן_5,BORON AS B,0.13,2011-04-03,µg/L,1.0,13.0,3,Holon_current_monitoring_2024
נת_תדירגן_5,bromochloromethane,0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_5,NAPTHALENE,0.0,2011-04-03,µg/L,10.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_5,MONOCHLOROBENZENE,0.0,2011-04-03,µg/L,100.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_5,Methylene chloride ,0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_5,MANGANESE TOTAL AS MN,0.82,2011-04-03,µg/L,200.0,0.4,0,Holon_current_monitoring_2024
נת_תדירגן_5,Bromo dichloromethane,0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_5,CADMIUM AS CD,0.0,2011-04-03,µg/L,5.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_5,Chloroethane,0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_5,p-isopropyl toluene,0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_5,"1,2-Dibromomethane",0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_5,"1,2-dichloropropane",0.0,2011-04-03,µg/L,5.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_5,"1,3,5 TRIMETHYLBENZENE",0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_5,"1,3-dichlorobenzene",0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_5,"1,3-dichloropropane",0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_5,VINYL CHLORIDE,0.0,2011-04-03,µg/L,0.5,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_5,Trichlorofluoromethane,0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נד_סונול_המלאכה_ק-1,Bromo dichloromethane,0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נד_סונול_המלאכה_ק-1,bromochloromethane,0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_5,Tribromomethane,0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_5,"TRANS-1,2 DICHLOROETHYLENE",0.0,2011-04-03,µg/L,50.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_5,"1,2,4 TRIMETHYLBENZENE",0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_5,"1,2,4-trichlorobenzene",0.0,2011-04-03,µg/L,70.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_5,"1,2,3-trichlorobenzene",0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_5,"1,1,2,2-tetrachloroethane",0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_5,"1,1,2-trichloroethane",0.0,2011-04-03,µg/L,5.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_5,"1,1-dichloroethane",6.66,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_5,"1,1-Dichloropropane",0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_5,"1,2,3-trichloropropane",0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_5,"1,2-dibromo-3-chloropropane",0.0,2011-04-03,µg/L,0.3,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_5,STYRENE,0.0,2011-04-03,µg/L,50.0,0.0,0,Holon_current_monitoring_2024
נד_סונול_המלאכה_ק-1,"1,3-dichloropropane",0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_5,tert-butylbenzene,0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נד_סונול_המלאכה_ק-1,"1,2-Dibromomethane",0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נד_סונול_המלאכה_ק-1,"1,3-Dichloropropene (z) TRANS",0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נד_סונול_המלאכה_ק-1,"2,2-dichloropropane",0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נד_סונול_המלאכה_ק-1,2-chlorotoluene,0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נד_סונול_המלאכה_ק-1,4-chlorotoluene,0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_5,p-xylene,0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_א.ת.חולון,BORON AS B,0.39,2011-04-03,µg/L,1.0,39.0,3,Holon_current_monitoring_2024
נת_תדירגן_א.ת.חולון,CADMIUM AS CD,0.0,2011-04-03,µg/L,5.0,0.0,0,Holon_current_monitoring_2024
נד_סונול_המלאכה_ק-1,"1,3-Dichloropropene (e) CIS",0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_5,COBALT AS CO,0.1,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נד_סונול_המלאכה_ק-1,"1,1-Dichloropropane",0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נד_סונול_המלאכה_ק-1,"1,1,2,2-tetrachloroethane",0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_5,"1,3-Dichloropropene (z) TRANS",0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_5,sec-butylbenzene,0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_5,"1,3-Dichloropropene (e) CIS",0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נד_סונול_המלאכה_ק-1,"1,1,1,2-tetrachloroethane",0.0,2011-04-03,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_5,SELENIUM AS SE,1.0,2011-04-03,µg/L,10.0,10.0,2,Holon_current_monitoring_2024
נת_חולון_9,MANGANESE TOTAL AS MN,10.66,2011-04-05,µg/L,200.0,5.3,2,Holon_current_monitoring_2024
מק_חולון_5,NICKEL AS NI,0.0,2011-06-20,µg/L,20.0,0.0,0,Holon_current_monitoring_2024
מק_חולון_5,MERCURY AS HG,0.0,2011-06-20,µg/L,1.0,0.0,0,Holon_current_monitoring_2024
מק_חולון_5,MANGANESE TOTAL AS MN,0.0,2011-06-20,µg/L,200.0,0.0,0,Holon_current_monitoring_2024
מק_חולון_5,ALKALINITY M AS CACO3 (B),229.0,2011-06-20,µg/L,,,0,Holon_current_monitoring_2024
מק_חולון_5,MAGNESIUM AS MG,25.8,2011-06-20,µg/L,150.0,17.2,3,Holon_current_monitoring_2024
מק_חולון_5,LEAD AS PB,0.0,2011-06-20,µg/L,10.0,0.0,0,Holon_current_monitoring_2024
מק_חולון_5,IRON TOTAL AS FE,15.0,2011-06-20,µg/L,1000.0,1.5,1,Holon_current_monitoring_2024
מק_חולון_5,HARDNESS AS CACO3,375.92,2011-06-20,µg/L,200.0,188.0,5,Holon_current_monitoring_2024
מק_חולון_5,FLUORIDE AS F,0.25,2011-06-20,µg/L,1.7,14.7,3,Holon_current_monitoring_2024
מק_חולון_5,ETHYLENE DI BROMIDE,0.0,2011-06-20,µg/L,0.05,0.0,0,Holon_current_monitoring_2024
מק_חולון_5,"DICHLOROPHENOXY ACETI2,4 C ACID",0.0,2011-06-20,µg/L,30.0,0.0,0,Holon_current_monitoring_2024
מק_חולון_5,DETERGENTS AS LAS,0.0,2011-06-20,µg/L,0.5,0.0,0,Holon_current_monitoring_2024
מק_חולון_5,CYANIDE AS CN,0.0,2011-06-20,µg/L,50.0,0.0,0,Holon_current_monitoring_2024
מק_חולון_5,COPPER AS CU,3.0,2011-06-20,µg/L,1400.0,0.2,0,Holon_current_monitoring_2024
מק_חולון_5,CHROMIUM AS CR,3.0,2011-06-20,µg/L,50.0,6.0,2,Holon_current_monitoring_2024
מק_חולון_12,PHENOLS AS C6H5OH,0.0,2011-06-20,µg/L,2.0,0.0,0,Holon_current_monitoring_2024
מק_חולון_12,PHOSPHATES AS PO4,0.05,2011-06-20,µg/L,,,0,Holon_current_monitoring_2024
מק_חולון_5,ZINC AS ZN,10.0,2011-06-20,µg/L,5000.0,0.2,0,Holon_current_monitoring_2024
מק_חולון_5,"TRICHLORO PHENOXY 2,4,5 PROPIO",0.0,2011-06-20,µg/L,10.0,0.0,0,Holon_current_monitoring_2024
מק_חולון_5,SULFATE AS SO4,44.0,2011-06-20,µg/L,250.0,17.6,3,Holon_current_monitoring_2024
מק_חולון_5,SODIUM AS NA,62.0,2011-06-20,µg/L,,,0,Holon_current_monitoring_2024
מק_חולון_5,SILICA AS SIO2,19.0,2011-06-20,µg/L,,,0,Holon_current_monitoring_2024
מק_חולון_5,SELENIUM AS SE,0.0,2011-06-20,µg/L,10.0,0.0,0,Holon_current_monitoring_2024
מק_חולון_5,POTASSIUM AS K,1.7,2011-06-20,µg/L,,,0,Holon_current_monitoring_2024
מק_חולון_5,PHOSPHATES AS PO4,0.05,2011-06-20,µg/L,,,0,Holon_current_monitoring_2024
מק_חולון_12,SILICA AS SIO2,17.6,2011-06-20,µg/L,,,0,Holon_current_monitoring_2024
מק_חולון_5,PHENOLS AS C6H5OH,0.0,2011-06-20,µg/L,2.0,0.0,0,Holon_current_monitoring_2024
מק_חולון_5,"DIBROMO-3-CHLOROPROPA1,2 NE",0.0,2011-06-20,µg/L,0.3,0.0,0,Holon_current_monitoring_2024
מק_חולון_12,AMMONIA AS NH4,0.0,2011-06-20,µg/L,,,0,Holon_current_monitoring_2024
מק_חולון_5,CALCIUM AS CA,108.0,2011-06-20,µg/L,80.0,135.0,5,Holon_current_monitoring_2024
מק_חולון_5,BROMIDE AS BR,0.6,2011-06-20,µg/L,,,0,Holon_current_monitoring_2024
מק_חולון_5,BORON AS B,0.06,2011-06-20,µg/L,1.0,6.0,2,Holon_current_monitoring_2024
מק_חולון_5,BICARBONATE AS HCO3,279.151,2011-06-20,µg/L,,,0,Holon_current_monitoring_2024
מק_חולון_5,BARIUM AS BA,78.0,2011-06-20,µg/L,1000.0,7.8,2,Holon_current_monitoring_2024
מק_חולון_5,ARSENIC AS AS,0.0,2011-06-20,µg/L,10.0,0.0,0,Holon_current_monitoring_2024
מק_חולון_5,AMMONIA AS NH4,0.0,2011-06-20,µg/L,,,0,Holon_current_monitoring_2024
מק_חולון_5,CADMIUM AS CD,0.0,2011-06-20,µg/L,5.0,0.0,0,Holon_current_monitoring_2024
מק_חולון_23,ALKALINITY M AS CACO3 (B),291.0,2011-06-21,µg/L,,,0,Holon_current_monitoring_2024
מק_חולון_23,AMMONIA AS NH4,0.0,2011-06-21,µg/L,,,0,Holon_current_monitoring_2024
מק_חולון_23,SILICA AS SIO2,18.0,2011-06-21,µg/L,,,0,Holon_current_monitoring_2024
מק_חולון_23,PHOSPHATES AS PO4,0.04,2011-06-21,µg/L,,,0,Holon_current_monitoring_2024
מק_חולון_23,PHENOLS AS C6H5OH,0.0,2011-06-21,µg/L,2.0,0.0,0,Holon_current_monitoring_2024
מק_חולון_5,NITRATE AS NO3,45.7,2011-07-27,µg/L,70.0,65.3,4,Holon_current_monitoring_2024
מק_חולון_5,CHLORIDE AS CL,119.0,2011-07-27,µg/L,400.0,29.8,3,Holon_current_monitoring_2024
נת_ארן__מטל_חולון,FERROUS IRON DISSOLVED AS FE,0.0,2011-08-25,µg/L,,,0,Holon_current_monitoring_2024
נת_ארן_מטל_חולון_1,"1,2-Dibromomethane",0.0,2011-08-25,µg/L,,,0,Holon_current_monitoring_2024
נת_ארן_מטל_חולון_1,"1,1-Dichloropropane",0.0,2011-08-25,µg/L,,,0,Holon_current_monitoring_2024
נת_ארן_מטל_חולון_1,FERROUS IRON DISSOLVED AS FE,0.0,2011-08-25,µg/L,,,0,Holon_current_monitoring_2024
נת_ארן__מטל_חולון,"1,2-Dibromomethane",0.0,2011-08-25,µg/L,,,0,Holon_current_monitoring_2024
נת_ארן__מטל_חולון,"1,1-Dichloropropane",0.0,2011-08-25,µg/L,,,0,Holon_current_monitoring_2024
מק_חולון_5,NITRITE AS NO2,0.01,2011-09-11,µg/L,3.0,0.3,0,Holon_current_monitoring_2024
מק_חולון_14,AMMONIA AS NH4,0.05,2011-09-12,µg/L,,,0,Holon_current_monitoring_2024
מק_חולון_14,Bromo dichloromethane,0.0,2011-09-12,µg/L,,,0,Holon_current_monitoring_2024
מק_חולון_14,PHENOLS AS C6H5OH,0.0,2011-09-12,µg/L,2.0,0.0,0,Holon_current_monitoring_2024
מק_חולון_14,PHOSPHATES AS PO4,0.06,2011-09-12,µg/L,,,0,Holon_current_monitoring_2024
מק_חולון_14,SILICA AS SIO2,16.8,2011-09-12,µg/L,,,0,Holon_current_monitoring_2024
נת_חולון_8,XYLENE,0.0,2011-09-14,µg/L,500.0,0.0,0,Holon_current_monitoring_2024
נת_חולון_8,TRICHLORO ETHYLENE,584.0,2011-09-14,µg/L,7.5,7786.7,8,Holon_current_monitoring_2024
נת_חולון_8,"TRICHLORO ETHANE 1,1,1",1.5,2011-09-14,µg/L,200.0,0.8,0,Holon_current_monitoring_2024
נת_חולון_8,TOLUENE,0.0,2011-09-14,µg/L,700.0,0.0,0,Holon_current_monitoring_2024
נת_חולון_8,TETRACHLORO ETHYLENE,17.6,2011-09-14,µg/L,10.0,176.0,5,Holon_current_monitoring_2024
נת_חולון_8,SELENIUM AS SE,1.6,2011-09-14,µg/L,10.0,16.0,3,Holon_current_monitoring_2024
נת_חולון_8,NICKEL AS NI,5.21,2011-09-14,µg/L,20.0,26.0,3,Holon_current_monitoring_2024
נת_חולון_8, MTBE,0.0,2011-09-14,µg/L,40.0,0.0,0,Holon_current_monitoring_2024
נת_חולון_8,LEAD AS PB,7.8,2011-09-14,µg/L,10.0,78.0,4,Holon_current_monitoring_2024
נת_חולון_8,"DICHLOROETHYLENE 1,1",1303.0,2011-09-14,µg/L,10.0,13030.0,8,Holon_current_monitoring_2024
נת_חולון_8,"DICHLOROETHANE1,2",9.7,2011-09-14,µg/L,4.0,242.5,6,Holon_current_monitoring_2024
