canonical_well_id,parameter_canonical,date,value,unit_standardized,severity_index,include_in_trend_figure
מק_חולון_5,COPPER AS CU,2011-06-20,3.0,µg/L,1,true
מק_חולון_5,CYANIDE AS CN,2011-06-20,0.0,µg/L,0,true
מק_חולון_5,DETERGENTS AS LAS,2011-06-20,0.0,µg/L,0,true
מק_חולון_5,"DIBROMO-3-CHLOROPROPA1,2 NE",2011-06-20,0.0,µg/L,0,true
מק_חולון_5,"DICHLOROPHENOXY ACETI2,4 C ACID",2011-06-20,0.0,µg/L,0,true
מק_חולון_5,ETHYLENE DI BROMIDE,2011-06-20,0.0,µg/L,0,true
מק_חולון_5,FLUORIDE AS F,2011-06-20,0.25,µg/L,0,true
מק_חולון_5,HARDNESS AS CACO3,2011-06-20,375.92,µg/L,6,true
מק_חולון_5,IRON TOTAL AS FE,2011-06-20,15.0,µg/L,3,true
מק_חולון_5,LEAD AS PB,2011-06-20,0.0,µg/L,0,true
מק_חולון_5,MAGNESIUM AS MG,2011-06-20,25.8,µg/L,3,true
מק_חולון_5,MANGANESE TOTAL AS MN,2011-06-20,0.0,µg/L,0,true
מק_חולון_5,MERCURY AS HG,2011-06-20,0.0,µg/L,0,true
מק_חולון_5,NICKEL AS NI,2011-06-20,0.0,µg/L,0,true
מק_חולון_5,NITRATE AS NO3,2011-06-20,47.0,µg/L,3,true
מק_חולון_5,NITRITE AS NO2,2011-06-20,0.01,µg/L,0,true
מק_חולון_5,PHENOLS AS C6H5OH,2011-06-20,0.0,µg/L,0,true
מק_חולון_5,PHOSPHATES AS PO4,2011-06-20,0.05,µg/L,0,true
מק_חולון_5,POTASSIUM AS K,2011-06-20,1.7,µg/L,1,true
מק_חולון_5,SELENIUM AS SE,2011-06-20,0.0,µg/L,0,true
מק_חולון_5,SILICA AS SIO2,2011-06-20,19.0,µg/L,3,true
מק_חולון_5,SODIUM AS NA,2011-06-20,62.0,µg/L,4,true
מק_חולון_5,SULFATE AS SO4,2011-06-20,44.0,µg/L,3,true
מק_חולון_5,"TRICHLORO PHENOXY 2,4,5 PROPIO",2011-06-20,0.0,µg/L,0,true
מק_חולון_5,ZINC AS ZN,2011-06-20,10.0,µg/L,2,true
מק_חולון_5,NITRITE AS NO2,2011-07-24,0.01,µg/L,0,true
מק_חולון_5,CHLORIDE AS CL,2011-07-27,119.0,µg/L,5,true
מק_חולון_5,NITRATE AS NO3,2011-07-27,45.7,µg/L,3,true
מק_חולון_5,NITRITE AS NO2,2011-08-16,0.01,µg/L,0,true
מק_חולון_5,NITRITE AS NO2,2011-09-11,0.01,µg/L,0,true
נד_פז_סיירים_2,BENZENE,2016-11-09,410.0,µg/L,6,true
נד_פז_סיירים_2,DISSOLVED OXYGEN AS O2,2016-11-09,8.2,µg/L,2,true
נד_פז_סיירים_2,ETHYL BENZENE,2016-11-09,120.0,µg/L,5,true
נד_פז_סיירים_2, MTBE,2016-11-09,26000.0,µg/L,8,true
נד_פז_סיירים_2,TOLUENE,2016-11-09,1300.0,µg/L,8,true
נד_פז_סיירים_2,XYLENE,2016-11-09,2500.0,µg/L,8,true
נד_פז_סיירים_2,BENZENE,2017-03-13,90.0,µg/L,4,true
נד_פז_סיירים_2,DISSOLVED OXYGEN AS O2,2017-03-13,5.6,µg/L,2,true
נד_פז_סיירים_2,ETHYL BENZENE,2017-03-13,80.0,µg/L,4,true
נד_פז_סיירים_2, MTBE,2017-03-13,5100.0,µg/L,8,true
נד_פז_סיירים_2,TOLUENE,2017-03-13,480.0,µg/L,6,true
נד_פז_סיירים_2,XYLENE,2017-03-13,750.0,µg/L,7,true
נד_פז_סיירים_2,BENZENE,2017-10-23,690.0,µg/L,7,true
נד_פז_סיירים_2,DISSOLVED OXYGEN AS O2,2017-10-23,0.1,µg/L,0,true
נד_פז_סיירים_2,ETHYL BENZENE,2017-10-23,550.0,µg/L,7,true
נד_פז_סיירים_2, MTBE,2017-10-23,1130.0,µg/L,8,true
נד_פז_סיירים_2,TOLUENE,2017-10-23,580.0,µg/L,7,true
נד_פז_סיירים_2,XYLENE,2017-10-23,1540.0,µg/L,8,true
נד_פז_סיירים_2,BENZENE,2018-07-01,1440.0,µg/L,8,true
נד_פז_סיירים_2,DISSOLVED OXYGEN AS O2,2018-07-01,0.5,µg/L,0,true
נד_פז_סיירים_2,ETHYL BENZENE,2018-07-01,1120.0,µg/L,8,true
נד_פז_סיירים_2, MTBE,2018-07-01,42660.0,µg/L,8,true
נד_פז_סיירים_2,TOLUENE,2018-07-01,590.0,µg/L,7,true
נד_פז_סיירים_2,XYLENE,2018-07-01,5570.0,µg/L,8,true
נד_פז_סיירים_2,BENZENE,2019-02-27,1446.0,µg/L,8,true
נד_פז_סיירים_2,DISSOLVED OXYGEN AS O2,2019-02-27,0.3,µg/L,0,true
נד_פז_סיירים_2,ETHYL BENZENE,2019-02-27,1032.0,µg/L,8,true
נד_פז_סיירים_2, MTBE,2019-02-27,10161.0,µg/L,8,true
נד_פז_סיירים_2,TOLUENE,2019-02-27,20.0,µg/L,3,true
נד_פז_סיירים_2,XYLENE,2019-02-27,4063.0,µg/L,8,true
נד_פז_סיירים_2,BENZENE,2019-06-04,1694.0,µg/L,8,true
נד_פז_סיירים_2,DISSOLVED OXYGEN AS O2,2019-06-04,0.5,µg/L,0,true
נד_פז_סיירים_2,ETHYL BENZENE,2019-06-04,2030.0,µg/L,8,true
נד_פז_סיירים_2, MTBE,2019-06-04,16983.0,µg/L,8,true
נד_פז_סיירים_2,TOLUENE,2019-06-04,105.0,µg/L,5,true
נד_פז_סיירים_2,XYLENE,2019-06-04,6618.0,µg/L,8,true
נד_פז_סיירים_2,BENZENE,2020-06-21,1145.4,µg/L,8,true
נד_פז_סיירים_2,DISSOLVED OXYGEN AS O2,2020-06-21,1.2,µg/L,1,true
נד_פז_סיירים_2,ETHYL BENZENE,2020-06-21,1693.0,µg/L,8,true
נד_פז_סיירים_2, MTBE,2020-06-21,703.8,µg/L,7,true
נד_פז_סיירים_2,TOLUENE,2020-06-21,7.0,µg/L,2,true
נד_פז_סיירים_2,XYLENE,2020-06-21,2105.0,µg/L,8,true
נד_פז_סיירים_2,BENZENE,2021-02-23,743.0,µg/L,7,true
נד_פז_סיירים_2,DISSOLVED OXYGEN AS O2,2021-02-23,0.28,µg/L,0,true
נד_פז_סיירים_2,ETHYL BENZENE,2021-02-23,839.0,µg/L,7,true
נד_פז_סיירים_2, MTBE,2021-02-23,318.4,µg/L,6,true
נד_פז_סיירים_2,TOLUENE,2021-02-23,8.0,µg/L,2,true
נד_פז_סיירים_2,XYLENE,2021-02-23,383.0,µg/L,6,true
נד_פז_סיירים_2,BENZENE,2021-12-02,78.0,µg/L,4,true
נד_פז_סיירים_2,DISSOLVED OXYGEN AS O2,2021-12-02,0.8,µg/L,0,true
נד_פז_סיירים_2,ETHYL BENZENE,2021-12-02,503.0,µg/L,7,true
נד_פז_סיירים_2, MTBE,2021-12-02,31.0,µg/L,3,true
נד_פז_סיירים_2,TOLUENE,2021-12-02,7.0,µg/L,2,true
נד_פז_סיירים_2,XYLENE,2021-12-02,1631.0,µg/L,8,true
נד_פז_סיירים_2,BENZENE,2022-06-21,5.0,µg/L,1,true
נד_פז_סיירים_2,DISSOLVED OXYGEN AS O2,2022-06-21,1.5,µg/L,1,true
נד_פז_סיירים_2,ETHYL BENZENE,2022-06-21,5.0,µg/L,1,true
נד_פז_סיירים_2, MTBE,2022-06-21,90.0,µg/L,4,true
נד_פז_סיירים_2,TOLUENE,2022-06-21,5.0,µg/L,1,true
נד_פז_סיירים_2,XYLENE,2022-06-21,1777.0,µg/L,8,true
נד_פז_סיירים_2,BENZENE,2022-12-18,5.0,µg/L,1,true
נד_פז_סיירים_2,DISSOLVED OXYGEN AS O2,2022-12-18,2.5,µg/L,1,true
נד_פז_סיירים_2,ETHYL BENZENE,2022-12-18,2718.0,µg/L,8,true
נד_פז_סיירים_2, MTBE,2022-12-18,20.0,µg/L,3,true
נד_פז_סיירים_2,TOLUENE,2022-12-18,11.0,µg/L,3,true
נד_פז_סיירים_2,XYLENE,2022-12-18,5119.0,µg/L,8,true
נד_פז_סיירים_2,BENZENE,2023-06-29,5.0,µg/L,1,true
נד_פז_סיירים_2,DISSOLVED OXYGEN AS O2,2023-06-29,0.9,µg/L,0,true
נד_פז_סיירים_2,ETHYL BENZENE,2023-06-29,5.0,µg/L,1,true
נד_פז_סיירים_2, MTBE,2023-06-29,6.0,µg/L,2,true
נד_פז_סיירים_2,TOLUENE,2023-06-29,5.0,µg/L,1,true
נד_פז_סיירים_2,XYLENE,2023-06-29,557.0,µg/L,7,true
נד_פז_סיירים_2,BENZENE,2023-12-18,5.0,µg/L,1,true
נד_פז_סיירים_2,DISSOLVED OXYGEN AS O2,2023-12-18,1.7,µg/L,1,true
נד_פז_סיירים_2,ETHYL BENZENE,2023-12-18,1892.0,µg/L,8,true
נד_פז_סיירים_2, MTBE,2023-12-18,7.0,µg/L,2,true
נד_פז_סיירים_2,TOLUENE,2023-12-18,7.0,µg/L,2,true
נד_פז_סיירים_2,XYLENE,2023-12-18,2465.0,µg/L,8,true
נד_פז_סיירים_2,BENZENE,2024-06-17,5.0,µg/L,1,true
נד_פז_סיירים_2,DISSOLVED OXYGEN AS O2,2024-06-17,2.4,µg/L,1,true
נד_פז_סיירים_2,ETHYL BENZENE,2024-06-17,11.0,µg/L,3,true
נד_פז_סיירים_2, MTBE,2024-06-17,9.0,µg/L,2,true
נד_פז_סיירים_2,TOLUENE,2024-06-17,5.0,µg/L,1,true
נד_פז_סיירים_2,XYLENE,2024-06-17,2480.0,µg/L,8,true
נד_פז_סיירים_2,BENZENE,2025-05-25,7.0,µg/L,2,true
נד_פז_סיירים_2,DISSOLVED OXYGEN AS O2,2025-05-25,3.78,µg/L,1,true
נד_פז_סיירים_2,ETHYL BENZENE,2025-05-25,52.0,µg/L,4,true
נד_פז_סיירים_2, MTBE,2025-05-25,12.0,µg/L,3,true
נד_פז_סיירים_2,TOLUENE,2025-05-25,6.0,µg/L,2,true
נד_פז_סיירים_2,XYLENE,2025-05-25,0.73,µg/L,0,true
נד_פז_סיירים_4,BENZENE,2018-07-01,70.0,µg/L,4,true
נד_פז_סיירים_4,DISSOLVED OXYGEN AS O2,2018-07-01,0.6,µg/L,0,true
נד_פז_סיירים_4,ETHYL BENZENE,2018-07-01,60.0,µg/L,4,true
נד_פז_סיירים_4, MTBE,2018-07-01,450.0,µg/L,6,true
נד_פז_סיירים_4,TOLUENE,2018-07-01,300.0,µg/L,6,true
נד_פז_סיירים_4,XYLENE,2018-07-01,390.0,µg/L,6,true
נד_פז_סיירים_4,BENZENE,2019-02-27,15.0,µg/L,3,true
נד_פז_סיירים_4,DISSOLVED OXYGEN AS O2,2019-02-27,0.3,µg/L,0,true
נד_פז_סיירים_4,ETHYL BENZENE,2019-02-27,13.0,µg/L,3,true
נד_פז_סיירים_4, MTBE,2019-02-27,4.0,µg/L,1,true
נד_פז_סיירים_4,TOLUENE,2019-02-27,14.0,µg/L,3,true
נד_פז_סיירים_4,XYLENE,2019-02-27,145.0,µg/L,5,true
נד_פז_סיירים_4,"1,1,2-trichloroethane",2021-04-20,0.0,µg/L,0,true
נד_פז_סיירים_4,"1,1-dichloroethane",2021-04-20,0.0,µg/L,0,true
נד_פז_סיירים_4,"1,2,3-trichlorobenzene",2021-04-20,0.0,µg/L,0,true
נד_פז_סיירים_4,"1,2,3-trichloropropane",2021-04-20,0.0,µg/L,0,true
נד_פז_סיירים_4,"1,2,4-trichlorobenzene",2021-04-20,0.0,µg/L,0,true
נד_פז_סיירים_4,"1,2,4 TRIMETHYLBENZENE",2021-04-20,0.0,µg/L,0,true
נד_פז_סיירים_4,"1,2-dibromo-3-chloropropane",2021-04-20,0.0,µg/L,0,true
נד_פז_סיירים_4,"1,2-dichloropropane",2021-04-20,0.0,µg/L,0,true
נד_פז_סיירים_4,"1,3,5 TRIMETHYLBENZENE",2021-04-20,0.0,µg/L,0,true
נד_פז_סיירים_4,"1,3-dichlorobenzene",2021-04-20,0.0,µg/L,0,true
נד_פז_סיירים_4,ARSENIC AS AS,2021-04-20,0.0,µg/L,0,true
נד_פז_סיירים_4,BARIUM AS BA,2021-04-20,112.452,µg/L,5,true
נד_פז_סיירים_4,BENZENE,2021-04-20,0.0,µg/L,0,true
נד_פז_סיירים_4,BICARBONATE AS HCO3,2021-04-20,338.0,µg/L,6,true
נד_פז_סיירים_4,BORON AS B,2021-04-20,0.249,µg/L,0,true
נד_פז_סיירים_4,BROMIDE AS BR,2021-04-20,1.273,µg/L,1,true
נד_פז_סיירים_4,CADMIUM AS CD,2021-04-20,0.0,µg/L,0,true
נד_פז_סיירים_4,CALCIUM AS CA,2021-04-20,106.693,µg/L,5,true
נד_פז_סיירים_4,CARBON TETRACHLORIDE,2021-04-20,0.0,µg/L,0,true
נד_פז_סיירים_4,CHLORIDE AS CL,2021-04-20,104.142,µg/L,5,true
נד_פז_סיירים_4,Chloroethane,2021-04-20,0.0,µg/L,0,true
נד_פז_סיירים_4,CHLOROFORM,2021-04-20,0.0,µg/L,0,true
נד_פז_סיירים_4,Chloromethane,2021-04-20,0.0,µg/L,0,true
נד_פז_סיירים_4,CHROMIUM AS CR,2021-04-20,2.5,µg/L,1,true
נד_פז_סיירים_4,"CIS 1,2 DICHLOROETHYLENE",2021-04-20,0.0,µg/L,0,true
נד_פז_סיירים_4,COBALT AS CO,2021-04-20,23.051,µg/L,3,true
נד_פז_סיירים_4,COPPER AS CU,2021-04-20,2.994,µg/L,1,true
נד_פז_סיירים_4,Dibromochloro methane  ,2021-04-20,0.0,µg/L,0,true
נד_פז_סיירים_4,dibromomethane,2021-04-20,0.0,µg/L,0,true
נד_פז_סיירים_4,"DICHLOROBENZEN 1,4",2021-04-20,0.0,µg/L,0,true
נד_פז_סיירים_4,Dichlorodifluoromethane,2021-04-20,0.0,µg/L,0,true
נד_פז_סיירים_4,"DICHLOROETHANE1,2",2021-04-20,0.0,µg/L,0,true
נד_פז_סיירים_4,"DICHLOROETHYLENE 1,1",2021-04-20,0.0,µg/L,0,true
נד_פז_סיירים_4,ETHYL BENZENE,2021-04-20,1.0,µg/L,0,true
נד_פז_סיירים_4,ETHYLENE DI BROMIDE,2021-04-20,0.0,µg/L,0,true
נד_פז_סיירים_4,IRON TOTAL AS FE,2021-04-20,20.107,µg/L,3,true
נד_פז_סיירים_4,LEAD AS PB,2021-04-20,0.0,µg/L,0,true
נד_פז_סיירים_4,MAGNESIUM AS MG,2021-04-20,18.584,µg/L,3,true
נד_פז_סיירים_4,MANGANESE TOTAL AS MN,2021-04-20,94.554,µg/L,4,true
נד_פז_סיירים_4,Methylene chloride ,2021-04-20,0.0,µg/L,0,true
נד_פז_סיירים_4,MONOCHLOROBENZENE,2021-04-20,0.0,µg/L,0,true
נד_פז_סיירים_4, MTBE,2021-04-20,0.0,µg/L,0,true
נד_פז_סיירים_4,NAPTHALENE,2021-04-20,0.0,µg/L,0,true
נד_פז_סיירים_4,NICKEL AS NI,2021-04-20,240.38,µg/L,6,true
נד_פז_סיירים_4,NITRATE AS NO3,2021-04-20,32.537,µg/L,3,true
נד_פז_סיירים_4,POTASSIUM AS K,2021-04-20,1.686,µg/L,1,true
נד_פז_סיירים_4,SELENIUM AS SE,2021-04-20,0.0,µg/L,0,true
נד_פז_סיירים_4,SODIUM AS NA,2021-04-20,92.487,µg/L,4,true
נד_פז_סיירים_4,STYRENE,2021-04-20,0.0,µg/L,0,true
נד_פז_סיירים_4,SULFATE AS SO4,2021-04-20,78.911,µg/L,4,true
נד_פז_סיירים_4,TETRACHLORO ETHYLENE,2021-04-20,0.0,µg/L,0,true
נד_פז_סיירים_4,TOLUENE,2021-04-20,1.0,µg/L,0,true
נד_פז_סיירים_4,"TRANS-1,2 DICHLOROETHYLENE",2021-04-20,0.0,µg/L,0,true
נד_פז_סיירים_4,Tribromomethane,2021-04-20,0.0,µg/L,0,true
נד_פז_סיירים_4,"TRICHLORO ETHANE 1,1,1",2021-04-20,0.0,µg/L,0,true
נד_פז_סיירים_4,TRICHLORO ETHYLENE,2021-04-20,0.0,µg/L,0,true
נד_פז_סיירים_4,Trichlorofluoromethane,2021-04-20,0.0,µg/L,0,true
נד_פז_סיירים_4,VINYL CHLORIDE,2021-04-20,0.0,µg/L,0,true
נד_פז_סיירים_4,XYLENE,2021-04-20,5.661,µg/L,2,true
נד_פז_סיירים_4,ZINC AS ZN,2021-04-20,9.957,µg/L,2,true
נד_פז_סיירים_4,BENZENE,2024-06-17,5.0,µg/L,1,true
נד_פז_סיירים_4,DISSOLVED OXYGEN AS O2,2024-06-17,2.38,µg/L,1,true
נד_פז_סיירים_4,ETHYL BENZENE,2024-06-17,83.0,µg/L,4,true
נד_פז_סיירים_4, MTBE,2024-06-17,5.0,µg/L,1,true
נד_פז_סיירים_4,TOLUENE,2024-06-17,5.0,µg/L,1,true
נד_פז_סיירים_4,XYLENE,2024-06-17,416.0,µg/L,6,true
נד_פז_סיירים_3,BENZENE,2018-07-01,2.0,µg/L,1,true
נד_פז_סיירים_3,DISSOLVED OXYGEN AS O2,2018-07-01,0.6,µg/L,0,true
נד_פז_סיירים_3,ETHYL BENZENE,2018-07-01,62.0,µg/L,4,true
נד_פז_סיירים_3, MTBE,2018-07-01,280.0,µg/L,6,true
נד_פז_סיירים_3,TOLUENE,2018-07-01,0.0,µg/L,0,true
נד_פז_סיירים_3,XYLENE,2018-07-01,2.0,µg/L,1,true
נד_פז_סיירים_3,BENZENE,2019-02-27,0.5,µg/L,0,true
נד_פז_סיירים_3,DISSOLVED OXYGEN AS O2,2019-02-27,0.2,µg/L,0,true
נד_פז_סיירים_3,ETHYL BENZENE,2019-02-27,1.0,µg/L,0,true
נד_פז_סיירים_3, MTBE,2019-02-27,14.0,µg/L,3,true
נד_פז_סיירים_3,TOLUENE,2019-02-27,5.0,µg/L,1,true
נד_פז_סיירים_3,XYLENE,2019-02-27,2.0,µg/L,1,true
נד_פז_סיירים_3,BENZENE,2019-06-04,15.0,µg/L,3,true
נד_פז_סיירים_3,DISSOLVED OXYGEN AS O2,2019-06-04,0.3,µg/L,0,true
נד_פז_סיירים_3,ETHYL BENZENE,2019-06-04,13.0,µg/L,3,true
נד_פז_סיירים_3, MTBE,2019-06-04,4.0,µg/L,1,true
נד_פז_סיירים_3,TOLUENE,2019-06-04,14.0,µg/L,3,true
נד_פז_סיירים_3,XYLENE,2019-06-04,145.0,µg/L,5,true
נד_פז_סיירים_3,BENZENE,2020-06-21,0.5,µg/L,0,true
נד_פז_סיירים_3,DISSOLVED OXYGEN AS O2,2020-06-21,1.0,µg/L,0,true
נד_פז_סיירים_3,ETHYL BENZENE,2020-06-21,5.0,µg/L,1,true
נד_פז_סיירים_3, MTBE,2020-06-21,1.0,µg/L,0,true
נד_פז_סיירים_3,TOLUENE,2020-06-21,5.0,µg/L,1,true
נד_פז_סיירים_3,XYLENE,2020-06-21,2.0,µg/L,1,true
נד_פז_סיירים_3,BENZENE,2021-02-23,1.0,µg/L,0,true
נד_פז_סיירים_3,DISSOLVED OXYGEN AS O2,2021-02-23,1.42,µg/L,1,true
נד_פז_סיירים_3,ETHYL BENZENE,2021-02-23,3.0,µg/L,1,true
נד_פז_סיירים_3, MTBE,2021-02-23,0.8,µg/L,0,true
נד_פז_סיירים_3,TOLUENE,2021-02-23,6.0,µg/L,2,true
נד_פז_סיירים_3,XYLENE,2021-02-23,10.0,µg/L,2,true
נד_פז_סיירים_3,BENZENE,2021-12-02,5.0,µg/L,1,true
נד_פז_סיירים_3,DISSOLVED OXYGEN AS O2,2021-12-02,1.5,µg/L,1,true
נד_פז_סיירים_3,ETHYL BENZENE,2021-12-02,5.0,µg/L,1,true
נד_פז_סיירים_3, MTBE,2021-12-02,5.0,µg/L,1,true
נד_פז_סיירים_3,TOLUENE,2021-12-02,5.0,µg/L,1,true
נד_פז_סיירים_3,XYLENE,2021-12-02,5.0,µg/L,1,true
נד_פז_סיירים_3,BENZENE,2022-06-21,5.0,µg/L,1,true
נד_פז_סיירים_3,DISSOLVED OXYGEN AS O2,2022-06-21,2.0,µg/L,1,true
נד_פז_סיירים_3,ETHYL BENZENE,2022-06-21,5.0,µg/L,1,true
נד_פז_סיירים_3, MTBE,2022-06-21,5.0,µg/L,1,true
נד_פז_סיירים_3,TOLUENE,2022-06-21,5.0,µg/L,1,true
נד_פז_סיירים_3,XYLENE,2022-06-21,5.0,µg/L,1,true
נד_פז_סיירים_3,BENZENE,2022-12-18,5.0,µg/L,1,true
נד_פז_סיירים_3,DISSOLVED OXYGEN AS O2,2022-12-18,3.8,µg/L,1,true
נד_פז_סיירים_3,ETHYL BENZENE,2022-12-18,5.0,µg/L,1,true
נד_פז_סיירים_3, MTBE,2022-12-18,14.0,µg/L,3,true
נד_פז_סיירים_3,TOLUENE,2022-12-18,5.0,µg/L,1,true
נד_פז_סיירים_3,XYLENE,2022-12-18,5.0,µg/L,1,true
נד_פז_סיירים_3,BENZENE,2023-06-29,5.0,µg/L,1,true
נד_פז_סיירים_3,DISSOLVED OXYGEN AS O2,2023-06-29,0.7,µg/L,0,true
נד_פז_סיירים_3,ETHYL BENZENE,2023-06-29,5.0,µg/L,1,true
נד_פז_סיירים_3, MTBE,2023-06-29,5.0,µg/L,1,true
נד_פז_סיירים_3,TOLUENE,2023-06-29,5.0,µg/L,1,true
נד_פז_סיירים_3,XYLENE,2023-06-29,5.0,µg/L,1,true
נד_פז_סיירים_3,BENZENE,2023-12-18,5.0,µg/L,1,true
נד_פז_סיירים_3,DISSOLVED OXYGEN AS O2,2023-12-18,2.4,µg/L,1,true
נד_פז_סיירים_3,ETHYL BENZENE,2023-12-18,5.0,µg/L,1,true
נד_פז_סיירים_3, MTBE,2023-12-18,5.0,µg/L,1,true
נד_פז_סיירים_3,TOLUENE,2023-12-18,5.0,µg/L,1,true
נד_פז_סיירים_3,XYLENE,2023-12-18,5.0,µg/L,1,true
נד_פז_סיירים_3,BENZENE,2024-06-17,5.0,µg/L,1,true
נד_פז_סיירים_3,DISSOLVED OXYGEN AS O2,2024-06-17,5.1,µg/L,2,true
נד_פז_סיירים_3,ETHYL BENZENE,2024-06-17,5.0,µg/L,1,true
נד_פז_סיירים_3, MTBE,2024-06-17,5.0,µg/L,1,true
נד_פז_סיירים_3,TOLUENE,2024-06-17,5.0,µg/L,1,true
נד_פז_סיירים_3,XYLENE,2024-06-17,5.0,µg/L,1,true
נד_פז_סיירים_3,BENZENE,2025-05-25,5.0,µg/L,1,true
נד_פז_סיירים_3,DISSOLVED OXYGEN AS O2,2025-05-25,3.62,µg/L,1,true
נד_פז_סיירים_3,ETHYL BENZENE,2025-05-25,5.0,µg/L,1,true
